io_method,iteration,run_in_iteration,global_run_id,test_type,stream_id,refresh_number,execution_order,execution_time_seconds,rows_affected,timestamp
sync,1,1,1,POWER,0,1,1,12.474540388,600,2025-11-08 17:00:45
sync,1,1,1,POWER,0,2,24,.674538721,100,2025-11-08 17:01:39
sync,1,1,1,THROUGHPUT,R,1,45,7.982661853,600,2025-11-08 17:01:47
sync,1,1,1,THROUGHPUT,R,2,46,.477475908,100,2025-11-08 17:01:47
sync,1,1,1,THROUGHPUT,R,1,47,4.306792748,600,2025-11-08 17:01:52
sync,1,1,1,THROUGHPUT,R,2,48,.461708903,100,2025-11-08 17:01:52
sync,1,1,1,THROUGHPUT,R,1,49,4.205088627,600,2025-11-08 17:01:56
sync,1,1,1,THROUGHPUT,R,2,50,.653162654,100,2025-11-08 17:01:57
sync,1,1,1,THROUGHPUT,R,1,51,4.256317047,600,2025-11-08 17:02:01
sync,1,1,1,THROUGHPUT,R,2,52,.682549243,100,2025-11-08 17:02:02
