io_method,iteration,run_in_iteration,global_run_id,test_type,stream_id,refresh_number,execution_order,execution_time_seconds,rows_affected,timestamp
bgworkers,1,1,1,POWER,0,1,1,16.595072222,600,2025-11-08 18:04:01
bgworkers,1,1,1,POWER,0,2,24,3.205909829,100,2025-11-08 18:11:34
bgworkers,1,1,1,THROUGHPUT,R,1,45,4.384808646,600,2025-11-08 18:11:38
bgworkers,1,1,1,THROUGHPUT,R,2,46,2.497197339,100,2025-11-08 18:11:41
bgworkers,1,1,1,THROUGHPUT,R,1,47,2.955645965,600,2025-11-08 18:11:44
bgworkers,1,1,1,THROUGHPUT,R,2,48,3.267157606,100,2025-11-08 18:11:47
bgworkers,1,1,1,THROUGHPUT,R,1,49,3.406269716,600,2025-11-08 18:11:51
bgworkers,1,1,1,THROUGHPUT,R,2,50,3.628873634,100,2025-11-08 18:11:54
bgworkers,1,1,1,THROUGHPUT,R,1,51,3.812492743,600,2025-11-08 18:11:58
bgworkers,1,1,1,THROUGHPUT,R,2,52,2.429225760,100,2025-11-08 18:12:01
