io_method,iteration,run_in_iteration,global_run_id,test_type,stream_id,refresh_number,execution_order,execution_time_seconds,rows_affected,timestamp
sync,1,1,1,POWER,0,1,1,1.125947389,600,2025-11-02 01:45:07
sync,1,1,1,POWER,0,2,24,.074502801,100,2025-11-02 01:46:49
sync,1,1,1,THROUGHPUT,R,1,45,.470071364,600,2025-11-02 01:46:50
sync,1,1,1,THROUGHPUT,R,2,46,.071678691,100,2025-11-02 01:46:50
sync,1,1,1,THROUGHPUT,R,1,47,.451576932,600,2025-11-02 01:46:50
sync,1,1,1,THROUGHPUT,R,2,48,.078051580,100,2025-11-02 01:46:51
sync,1,1,1,THROUGHPUT,R,1,49,.472859455,600,2025-11-02 01:46:51
sync,1,1,1,THROUGHPUT,R,2,50,.077450671,100,2025-11-02 01:46:51
sync,1,1,1,THROUGHPUT,R,1,51,.458110022,600,2025-11-02 01:46:52
sync,1,1,1,THROUGHPUT,R,2,52,.075717759,100,2025-11-02 01:46:52
