io_method,iteration,run_in_iteration,global_run_id,test_type,stream_id,refresh_number,execution_order,execution_time_seconds,rows_affected,timestamp
bgworkers,1,1,1,POWER,0,1,1,.074164984,600,2025-11-02 23:07:20
bgworkers,1,1,1,POWER,0,2,24,.068011590,100,2025-11-02 23:07:47
bgworkers,1,1,1,THROUGHPUT,R,1,45,.055469728,600,2025-11-02 23:07:47
bgworkers,1,1,1,THROUGHPUT,R,2,46,.055939953,100,2025-11-02 23:07:47
bgworkers,1,1,1,THROUGHPUT,R,1,47,.056914380,600,2025-11-02 23:07:47
bgworkers,1,1,1,THROUGHPUT,R,2,48,.058411945,100,2025-11-02 23:07:47
bgworkers,1,1,1,THROUGHPUT,R,1,49,.056683656,600,2025-11-02 23:07:47
bgworkers,1,1,1,THROUGHPUT,R,2,50,.059412256,100,2025-11-02 23:07:47
bgworkers,1,1,1,THROUGHPUT,R,1,51,.059792151,600,2025-11-02 23:07:47
bgworkers,1,1,1,THROUGHPUT,R,2,52,.061287945,100,2025-11-02 23:07:48
