io_method,iteration,run_in_iteration,global_run_id,test_type,stream_id,refresh_number,execution_order,execution_time_seconds,rows_affected,timestamp
bgworkers,1,1,1,POWER,0,1,1,43.491452485,600,2025-11-11 11:49:59
bgworkers,1,1,1,POWER,0,2,24,12.953299278,100,2025-11-11 12:54:19
bgworkers,1,1,1,THROUGHPUT,R,1,45,13.194677213,600,2025-11-11 12:54:33
bgworkers,1,1,1,THROUGHPUT,R,2,46,15.276873520,100,2025-11-11 12:54:48
bgworkers,1,1,1,THROUGHPUT,R,1,47,18.796275632,600,2025-11-11 12:55:07
bgworkers,1,1,1,THROUGHPUT,R,2,48,19.043368649,100,2025-11-11 12:55:26
bgworkers,1,1,1,THROUGHPUT,R,1,49,20.641156802,600,2025-11-11 12:55:46
bgworkers,1,1,1,THROUGHPUT,R,2,50,11.637788654,100,2025-11-11 12:55:58
bgworkers,1,1,1,THROUGHPUT,R,1,51,18.904854985,600,2025-11-11 12:56:17
bgworkers,1,1,1,THROUGHPUT,R,2,52,14.173955534,100,2025-11-11 12:56:31
