io_method,iteration,run_in_iteration,global_run_id,test_type,stream_id,refresh_number,execution_order,execution_time_seconds,rows_affected,timestamp
iouring,1,1,1,POWER,0,1,1,58.509757613,600,2025-11-14 00:38:35
iouring,1,1,1,POWER,0,2,24,9.833661108,100,2025-11-14 02:09:41
iouring,1,1,1,THROUGHPUT,R,1,45,54.052733602,600,2025-11-14 02:10:35
iouring,1,1,1,THROUGHPUT,R,2,46,28.512936171,100,2025-11-14 02:11:04
iouring,1,1,1,THROUGHPUT,R,1,47,23.484565021,600,2025-11-14 02:11:27
iouring,1,1,1,THROUGHPUT,R,2,48,11.945488577,100,2025-11-14 02:11:39
iouring,1,1,1,THROUGHPUT,R,1,49,22.679677687,600,2025-11-14 02:12:02
iouring,1,1,1,THROUGHPUT,R,2,50,11.001251102,100,2025-11-14 02:12:13
iouring,1,1,1,THROUGHPUT,R,1,51,21.498240665,600,2025-11-14 02:12:34
iouring,1,1,1,THROUGHPUT,R,2,52,10.084080361,100,2025-11-14 02:12:44
