io_method,iteration,run_in_iteration,global_run_id,test_type,stream_id,query_number,execution_order,execution_time_seconds,row_count,timestamp
iouring,1,1,1,POWER,0,1,2,.073357986,1,2025-11-04 23:42:08
iouring,1,1,1,POWER,0,2,3,45.746089945,4746,2025-11-04 23:42:55
iouring,1,1,1,POWER,0,3,4,20.382556438,113782,2025-11-04 23:43:17
iouring,1,1,1,POWER,0,4,5,3.665985151,6,2025-11-04 23:43:21
iouring,1,1,1,POWER,0,5,6,4.086032076,6,2025-11-04 23:43:26
iouring,1,1,1,POWER,0,6,7,1.666543263,2,2025-11-04 23:43:29
iouring,1,1,1,POWER,0,7,8,2.837128930,5,2025-11-04 23:43:33
iouring,1,1,1,POWER,0,8,9,9.205572137,3,2025-11-04 23:43:43
iouring,1,1,1,POWER,0,9,10,13.338342062,176,2025-11-04 23:43:58
iouring,1,1,1,POWER,0,10,11,7.745019602,381871,2025-11-04 23:44:06
iouring,1,1,1,POWER,0,11,12,3.830497213,1,2025-11-04 23:44:11
iouring,1,1,1,POWER,0,12,13,3.075905258,3,2025-11-04 23:44:15
iouring,1,1,1,POWER,0,13,14,15.751042091,46,2025-11-04 23:44:32
iouring,1,1,1,POWER,0,14,15,3.179231542,2,2025-11-04 23:44:36
iouring,1,1,1,POWER,0,15,16,4.886308601,4,2025-11-04 23:44:42
iouring,1,1,1,POWER,0,16,17,2.852313810,27840,2025-11-04 23:44:46
iouring,1,1,1,POWER,0,17,18,.550449347,2,2025-11-04 23:44:48
iouring,1,1,1,POWER,0,18,19,29.769106122,115,2025-11-04 23:45:19
iouring,1,1,1,POWER,0,19,20,.690314957,2,2025-11-04 23:45:20
iouring,1,1,1,POWER,0,20,21,57.159811926,1827,2025-11-04 23:46:19
iouring,1,1,1,POWER,0,21,22,5.542615927,3938,2025-11-04 23:46:25
iouring,1,1,1,POWER,0,22,23,1.164253899,8,2025-11-04 23:46:27
iouring,1,1,1,THROUGHPUT,2,14,23,3.188338066,2,2025-11-04 23:46:35
iouring,1,1,1,THROUGHPUT,1,12,1,3.598362350,3,2025-11-04 23:46:36
iouring,1,1,1,THROUGHPUT,2,13,24,15.542324910,46,2025-11-04 23:46:51
iouring,1,1,1,THROUGHPUT,2,4,25,2.105874872,6,2025-11-04 23:46:53
iouring,1,1,1,THROUGHPUT,2,1,26,.060080496,1,2025-11-04 23:46:53
iouring,1,1,1,THROUGHPUT,2,16,27,1.704369613,27840,2025-11-04 23:46:55
iouring,1,1,1,THROUGHPUT,2,6,28,1.964999904,2,2025-11-04 23:46:57
iouring,1,1,1,THROUGHPUT,2,8,29,4.235364615,3,2025-11-04 23:47:01
iouring,1,1,1,THROUGHPUT,2,15,30,5.773910149,4,2025-11-04 23:47:07
iouring,1,1,1,THROUGHPUT,2,9,31,10.144195650,176,2025-11-04 23:47:17
iouring,1,1,1,THROUGHPUT,1,20,2,41.290841695,1827,2025-11-04 23:47:17
iouring,1,1,1,THROUGHPUT,1,6,3,1.917064226,2,2025-11-04 23:47:19
iouring,1,1,1,THROUGHPUT,1,1,4,.056799431,1,2025-11-04 23:47:19
iouring,1,1,1,THROUGHPUT,1,11,5,1.923935329,1,2025-11-04 23:47:21
iouring,1,1,1,THROUGHPUT,2,22,32,4.483575291,8,2025-11-04 23:47:21
iouring,1,1,1,THROUGHPUT,1,5,6,4.377477295,6,2025-11-04 23:47:25
iouring,1,1,1,THROUGHPUT,2,7,33,4.148672363,5,2025-11-04 23:47:25
iouring,1,1,1,THROUGHPUT,1,22,7,1.594875646,8,2025-11-04 23:47:27
iouring,1,1,1,THROUGHPUT,2,10,34,7.667374773,381871,2025-11-04 23:47:33
iouring,1,1,1,THROUGHPUT,2,17,35,.222911616,2,2025-11-04 23:47:33
iouring,1,1,1,THROUGHPUT,2,3,36,3.896612825,113782,2025-11-04 23:47:37
iouring,1,1,1,THROUGHPUT,1,9,8,11.496130638,176,2025-11-04 23:47:38
iouring,1,1,1,THROUGHPUT,1,17,9,.185145501,2,2025-11-04 23:47:39
iouring,1,1,1,THROUGHPUT,2,12,37,3.183495031,3,2025-11-04 23:47:41
iouring,1,1,1,THROUGHPUT,1,14,10,2.659931894,2,2025-11-04 23:47:41
iouring,1,1,1,THROUGHPUT,1,10,11,7.604305550,381871,2025-11-04 23:47:49
iouring,1,1,1,THROUGHPUT,1,19,12,.520548729,2,2025-11-04 23:47:49
iouring,1,1,1,THROUGHPUT,2,20,38,37.495275138,1827,2025-11-04 23:48:18
iouring,1,1,1,THROUGHPUT,1,18,13,31.064313255,115,2025-11-04 23:48:21
iouring,1,1,1,THROUGHPUT,1,16,14,2.162395940,27840,2025-11-04 23:48:23
iouring,1,1,1,THROUGHPUT,2,21,39,6.104079896,3938,2025-11-04 23:48:24
iouring,1,1,1,THROUGHPUT,1,8,15,4.533827578,3,2025-11-04 23:48:27
iouring,1,1,1,THROUGHPUT,1,21,16,7.408523735,3938,2025-11-04 23:48:35
iouring,1,1,1,THROUGHPUT,1,3,17,4.498589026,113782,2025-11-04 23:48:39
iouring,1,1,1,THROUGHPUT,2,18,40,27.883692844,115,2025-11-04 23:48:52
iouring,1,1,1,THROUGHPUT,2,5,41,3.593343923,6,2025-11-04 23:48:56
iouring,1,1,1,THROUGHPUT,1,2,18,26.914228591,4746,2025-11-04 23:49:06
iouring,1,1,1,THROUGHPUT,1,15,19,5.108861972,4,2025-11-04 23:49:11
iouring,1,1,1,THROUGHPUT,2,2,42,25.252906102,4746,2025-11-04 23:49:21
iouring,1,1,1,THROUGHPUT,2,11,43,2.271963821,1,2025-11-04 23:49:23
iouring,1,1,1,THROUGHPUT,2,19,44,.519079589,2,2025-11-04 23:49:24
iouring,1,1,1,THROUGHPUT,1,13,20,14.307817244,46,2025-11-04 23:49:26
iouring,1,1,1,THROUGHPUT,1,4,21,1.928369404,6,2025-11-04 23:49:28
iouring,1,1,1,THROUGHPUT,1,7,22,2.964839781,5,2025-11-04 23:49:31
