io_method,iteration,run_in_iteration,global_run_id,test_type,stream_id,refresh_number,execution_order,execution_time_seconds,rows_affected,timestamp
bgworkers,1,1,1,POWER,0,1,1,16.206424898,600,2025-11-05 01:00:00
bgworkers,1,1,1,POWER,0,2,24,3.486704826,100,2025-11-05 01:07:41
bgworkers,1,1,1,THROUGHPUT,R,1,45,3.879174373,600,2025-11-05 01:07:44
bgworkers,1,1,1,THROUGHPUT,R,2,46,4.281823626,100,2025-11-05 01:07:49
bgworkers,1,1,1,THROUGHPUT,R,1,47,4.340333793,600,2025-11-05 01:07:53
bgworkers,1,1,1,THROUGHPUT,R,2,48,3.109584920,100,2025-11-05 01:07:56
bgworkers,1,1,1,THROUGHPUT,R,1,49,3.248462012,600,2025-11-05 01:08:00
bgworkers,1,1,1,THROUGHPUT,R,2,50,2.663200276,100,2025-11-05 01:08:02
bgworkers,1,1,1,THROUGHPUT,R,1,51,3.028013234,600,2025-11-05 01:08:05
bgworkers,1,1,1,THROUGHPUT,R,2,52,2.844132145,100,2025-11-05 01:08:08
