io_method,iteration,run_in_iteration,global_run_id,test_type,stream_id,refresh_number,execution_order,execution_time_seconds,rows_affected,timestamp
sync,1,1,1,POWER,0,1,1,.070507463,600,2025-11-02 23:50:32
sync,1,1,1,POWER,0,2,24,.067818221,100,2025-11-02 23:52:00
sync,1,1,1,THROUGHPUT,R,1,45,.062981911,600,2025-11-02 23:52:00
sync,1,1,1,THROUGHPUT,R,2,46,.052946340,100,2025-11-02 23:52:00
sync,1,1,1,THROUGHPUT,R,1,47,.055587073,600,2025-11-02 23:52:00
sync,1,1,1,THROUGHPUT,R,2,48,.053178619,100,2025-11-02 23:52:00
sync,1,1,1,THROUGHPUT,R,1,49,.055612605,600,2025-11-02 23:52:01
sync,1,1,1,THROUGHPUT,R,2,50,.060334698,100,2025-11-02 23:52:01
sync,1,1,1,THROUGHPUT,R,1,51,.052722538,600,2025-11-02 23:52:01
sync,1,1,1,THROUGHPUT,R,2,52,.058983581,100,2025-11-02 23:52:01
