io_method,iteration,run_in_iteration,global_run_id,test_type,stream_id,refresh_number,execution_order,execution_time_seconds,rows_affected,timestamp
sync,1,1,1,POWER,0,1,1,1.617839357,600,2025-11-04 23:38:14
sync,1,1,1,POWER,0,2,24,.128926640,100,2025-11-04 23:38:41
sync,1,1,1,THROUGHPUT,R,1,45,.785510235,600,2025-11-04 23:38:42
sync,1,1,1,THROUGHPUT,R,2,46,.115599421,100,2025-11-04 23:38:42
sync,1,1,1,THROUGHPUT,R,1,47,.781409412,600,2025-11-04 23:38:43
sync,1,1,1,THROUGHPUT,R,2,48,.126076550,100,2025-11-04 23:38:43
sync,1,1,1,THROUGHPUT,R,1,49,.761849453,600,2025-11-04 23:38:44
sync,1,1,1,THROUGHPUT,R,2,50,.136455131,100,2025-11-04 23:38:44
sync,1,1,1,THROUGHPUT,R,1,51,.781393323,600,2025-11-04 23:38:45
sync,1,1,1,THROUGHPUT,R,2,52,.138989802,100,2025-11-04 23:38:45
