io_method,iteration,run_in_iteration,global_run_id,test_type,stream_id,refresh_number,execution_order,execution_time_seconds,rows_affected,timestamp
iouring,1,1,1,POWER,0,1,1,.071399092,600,2025-11-03 08:43:26
iouring,1,1,1,POWER,0,2,24,.063172301,100,2025-11-03 08:47:12
iouring,1,1,1,THROUGHPUT,R,1,45,.058741642,600,2025-11-03 08:47:12
iouring,1,1,1,THROUGHPUT,R,2,46,.056784463,100,2025-11-03 08:47:12
iouring,1,1,1,THROUGHPUT,R,1,47,.057755131,600,2025-11-03 08:47:12
iouring,1,1,1,THROUGHPUT,R,2,48,.040225732,100,2025-11-03 08:47:12
iouring,1,1,1,THROUGHPUT,R,1,49,.041516119,600,2025-11-03 08:47:12
iouring,1,1,1,THROUGHPUT,R,2,50,.041943568,100,2025-11-03 08:47:13
iouring,1,1,1,THROUGHPUT,R,1,51,.041232047,600,2025-11-03 08:47:13
iouring,1,1,1,THROUGHPUT,R,2,52,.059002743,100,2025-11-03 08:47:13
