io_method,iteration,run_in_iteration,global_run_id,test_type,stream_id,refresh_number,execution_order,execution_time_seconds,rows_affected,timestamp
bgworkers,1,1,1,POWER,0,1,1,.157163333,600,2025-10-31 02:16:55
bgworkers,1,1,1,POWER,0,2,24,.071181306,100,2025-10-31 02:17:50
bgworkers,1,1,1,THROUGHPUT,R,1,45,.081307390,600,2025-10-31 02:17:50
bgworkers,1,1,1,THROUGHPUT,R,2,46,.062107341,100,2025-10-31 02:17:51
bgworkers,1,1,1,THROUGHPUT,R,1,47,.077994525,600,2025-10-31 02:17:51
bgworkers,1,1,1,THROUGHPUT,R,2,48,.066167507,100,2025-10-31 02:17:51
bgworkers,1,1,1,THROUGHPUT,R,1,49,.085706408,600,2025-10-31 02:17:51
bgworkers,1,1,1,THROUGHPUT,R,2,50,.063416039,100,2025-10-31 02:17:51
bgworkers,1,1,1,THROUGHPUT,R,1,51,.089249075,600,2025-10-31 02:17:51
bgworkers,1,1,1,THROUGHPUT,R,2,52,.064562613,100,2025-10-31 02:17:51
