io_method,iteration,run_in_iteration,global_run_id,test_type,stream_id,refresh_number,execution_order,execution_time_seconds,rows_affected,timestamp
sync,1,1,1,POWER,0,1,1,16.501087685,600,2025-11-08 15:00:10
sync,1,1,1,POWER,0,2,24,3.414085834,100,2025-11-08 15:05:50
sync,1,1,1,THROUGHPUT,R,1,45,4.771801484,600,2025-11-08 15:05:55
sync,1,1,1,THROUGHPUT,R,2,46,3.468527471,100,2025-11-08 15:05:58
sync,1,1,1,THROUGHPUT,R,1,47,4.448504501,600,2025-11-08 15:06:03
sync,1,1,1,THROUGHPUT,R,2,48,2.915984386,100,2025-11-08 15:06:06
sync,1,1,1,THROUGHPUT,R,1,49,3.694272981,600,2025-11-08 15:06:09
sync,1,1,1,THROUGHPUT,R,2,50,2.744491247,100,2025-11-08 15:06:12
sync,1,1,1,THROUGHPUT,R,1,51,3.139698016,600,2025-11-08 15:06:15
sync,1,1,1,THROUGHPUT,R,2,52,3.622409794,100,2025-11-08 15:06:19
