io_method,iteration,run_in_iteration,global_run_id,test_type,stream_id,refresh_number,execution_order,execution_time_seconds,rows_affected,timestamp
sync,1,1,1,POWER,0,1,1,.078055405,600,2025-11-03 13:13:09
sync,1,1,1,POWER,0,2,24,.064346672,100,2025-11-03 13:13:56
sync,1,1,1,THROUGHPUT,R,1,45,.058927218,600,2025-11-03 13:13:56
sync,1,1,1,THROUGHPUT,R,2,46,.061626464,100,2025-11-03 13:13:56
sync,1,1,1,THROUGHPUT,R,1,47,.062124472,600,2025-11-03 13:13:56
sync,1,1,1,THROUGHPUT,R,2,48,.065682269,100,2025-11-03 13:13:56
sync,1,1,1,THROUGHPUT,R,1,49,.061726790,600,2025-11-03 13:13:56
sync,1,1,1,THROUGHPUT,R,2,50,.067669441,100,2025-11-03 13:13:56
sync,1,1,1,THROUGHPUT,R,1,51,.061202428,600,2025-11-03 13:13:56
sync,1,1,1,THROUGHPUT,R,2,52,.059784540,100,2025-11-03 13:13:56
