io_method,iteration,run_in_iteration,global_run_id,test_type,stream_id,refresh_number,execution_order,execution_time_seconds,rows_affected,timestamp
sync,1,1,1,POWER,0,1,1,22.929619129,600,2025-11-05 02:07:26
sync,1,1,1,POWER,0,2,24,.722456737,100,2025-11-05 02:08:21
sync,1,1,1,THROUGHPUT,R,1,45,8.142654629,600,2025-11-05 02:08:29
sync,1,1,1,THROUGHPUT,R,2,46,.649229631,100,2025-11-05 02:08:30
sync,1,1,1,THROUGHPUT,R,1,47,4.878538691,600,2025-11-05 02:08:35
sync,1,1,1,THROUGHPUT,R,2,48,.702749220,100,2025-11-05 02:08:36
sync,1,1,1,THROUGHPUT,R,1,49,6.065813632,600,2025-11-05 02:08:42
sync,1,1,1,THROUGHPUT,R,2,50,.489597389,100,2025-11-05 02:08:42
sync,1,1,1,THROUGHPUT,R,1,51,4.712074377,600,2025-11-05 02:08:47
sync,1,1,1,THROUGHPUT,R,2,52,.679340146,100,2025-11-05 02:08:48
