io_method,iteration,run_in_iteration,global_run_id,test_type,stream_id,refresh_number,execution_order,execution_time_seconds,rows_affected,timestamp
iouring,1,1,1,POWER,0,1,1,6.848920543,600,2025-11-05 21:21:31
iouring,1,1,1,POWER,0,2,24,1.741444540,100,2025-11-05 21:23:24
iouring,1,1,1,THROUGHPUT,R,1,45,2.434773750,600,2025-11-05 21:23:27
iouring,1,1,1,THROUGHPUT,R,2,46,1.731432931,100,2025-11-05 21:23:28
iouring,1,1,1,THROUGHPUT,R,1,47,2.560949030,600,2025-11-05 21:23:31
iouring,1,1,1,THROUGHPUT,R,2,48,1.737233647,100,2025-11-05 21:23:33
iouring,1,1,1,THROUGHPUT,R,1,49,2.522898561,600,2025-11-05 21:23:35
iouring,1,1,1,THROUGHPUT,R,2,50,1.844078754,100,2025-11-05 21:23:37
iouring,1,1,1,THROUGHPUT,R,1,51,2.467379331,600,2025-11-05 21:23:40
iouring,1,1,1,THROUGHPUT,R,2,52,1.717762158,100,2025-11-05 21:23:41
