io_method,iteration,run_in_iteration,global_run_id,test_type,stream_id,refresh_number,execution_order,execution_time_seconds,rows_affected,timestamp
bgworkers,1,1,1,POWER,0,1,1,15.190034763,600,2025-11-08 16:04:49
bgworkers,1,1,1,POWER,0,2,24,3.538109132,100,2025-11-08 16:12:34
bgworkers,1,1,1,THROUGHPUT,R,1,45,5.283669557,600,2025-11-08 16:12:40
bgworkers,1,1,1,THROUGHPUT,R,2,46,3.226807393,100,2025-11-08 16:12:43
bgworkers,1,1,1,THROUGHPUT,R,1,47,2.855197677,600,2025-11-08 16:12:46
bgworkers,1,1,1,THROUGHPUT,R,2,48,3.096491880,100,2025-11-08 16:12:49
bgworkers,1,1,1,THROUGHPUT,R,1,49,3.634491376,600,2025-11-08 16:12:53
bgworkers,1,1,1,THROUGHPUT,R,2,50,3.237761887,100,2025-11-08 16:12:56
bgworkers,1,1,1,THROUGHPUT,R,1,51,3.694040807,600,2025-11-08 16:13:00
bgworkers,1,1,1,THROUGHPUT,R,2,52,3.243574826,100,2025-11-08 16:13:03
