io_method,iteration,run_in_iteration,global_run_id,test_type,stream_id,refresh_number,execution_order,execution_time_seconds,rows_affected,timestamp
bgworkers,1,1,1,POWER,0,1,1,16.885893482,600,2025-11-08 16:22:56
bgworkers,1,1,1,POWER,0,2,24,3.669432635,100,2025-11-08 16:30:34
bgworkers,1,1,1,THROUGHPUT,R,1,45,4.929739077,600,2025-11-08 16:30:39
bgworkers,1,1,1,THROUGHPUT,R,2,46,4.186290602,100,2025-11-08 16:30:43
bgworkers,1,1,1,THROUGHPUT,R,1,47,3.283816408,600,2025-11-08 16:30:47
bgworkers,1,1,1,THROUGHPUT,R,2,48,2.943631002,100,2025-11-08 16:30:50
bgworkers,1,1,1,THROUGHPUT,R,1,49,3.845577672,600,2025-11-08 16:30:53
bgworkers,1,1,1,THROUGHPUT,R,2,50,2.969369242,100,2025-11-08 16:30:56
bgworkers,1,1,1,THROUGHPUT,R,1,51,4.175745663,600,2025-11-08 16:31:01
bgworkers,1,1,1,THROUGHPUT,R,2,52,2.855840194,100,2025-11-08 16:31:04
