io_method,iteration,run_in_iteration,global_run_id,test_type,stream_id,refresh_number,execution_order,execution_time_seconds,rows_affected,timestamp
iouring,1,1,1,POWER,0,1,1,10.859478288,600,2025-11-08 15:27:18
iouring,1,1,1,POWER,0,2,24,.540716736,100,2025-11-08 15:28:09
iouring,1,1,1,THROUGHPUT,R,1,45,1.996764237,600,2025-11-08 15:28:11
iouring,1,1,1,THROUGHPUT,R,2,46,.553559379,100,2025-11-08 15:28:12
iouring,1,1,1,THROUGHPUT,R,1,47,4.976080495,600,2025-11-08 15:28:17
iouring,1,1,1,THROUGHPUT,R,2,48,.459254131,100,2025-11-08 15:28:17
iouring,1,1,1,THROUGHPUT,R,1,49,4.293515078,600,2025-11-08 15:28:21
iouring,1,1,1,THROUGHPUT,R,2,50,.560610154,100,2025-11-08 15:28:22
iouring,1,1,1,THROUGHPUT,R,1,51,1.186777663,600,2025-11-08 15:28:23
iouring,1,1,1,THROUGHPUT,R,2,52,.552462558,100,2025-11-08 15:28:24
