io_method,iteration,run_in_iteration,global_run_id,test_type,stream_id,refresh_number,execution_order,execution_time_seconds,rows_affected,timestamp
iouring,1,1,1,POWER,0,1,1,.071903863,600,2025-11-03 12:44:52
iouring,1,1,1,POWER,0,2,24,.062470862,100,2025-11-03 12:45:37
iouring,1,1,1,THROUGHPUT,R,1,45,.063105185,600,2025-11-03 12:45:37
iouring,1,1,1,THROUGHPUT,R,2,46,.059010977,100,2025-11-03 12:45:37
iouring,1,1,1,THROUGHPUT,R,1,47,.072666476,600,2025-11-03 12:45:37
iouring,1,1,1,THROUGHPUT,R,2,48,.080631780,100,2025-11-03 12:45:37
iouring,1,1,1,THROUGHPUT,R,1,49,.067729211,600,2025-11-03 12:45:37
iouring,1,1,1,THROUGHPUT,R,2,50,.074090269,100,2025-11-03 12:45:37
iouring,1,1,1,THROUGHPUT,R,1,51,.058473358,600,2025-11-03 12:45:37
iouring,1,1,1,THROUGHPUT,R,2,52,.068250291,100,2025-11-03 12:45:37
