io_method,iteration,run_in_iteration,global_run_id,test_type,stream_id,query_number,execution_order,execution_time_seconds,row_count,timestamp
bgworkers,1,1,1,POWER,0,1,2,.042315304,1,2025-11-05 18:46:13
bgworkers,1,1,1,POWER,0,2,3,.069936843,6,2025-11-05 18:46:14
bgworkers,1,1,1,POWER,0,3,4,.084021448,115,2025-11-05 18:46:15
bgworkers,1,1,1,POWER,0,4,5,.082155262,6,2025-11-05 18:46:16
bgworkers,1,1,1,POWER,0,5,6,.067353758,6,2025-11-05 18:46:18
bgworkers,1,1,1,POWER,0,6,7,.071005227,2,2025-11-05 18:46:19
bgworkers,1,1,1,POWER,0,7,8,.077014442,5,2025-11-05 18:46:20
bgworkers,1,1,1,POWER,0,8,9,.071012399,3,2025-11-05 18:46:21
bgworkers,1,1,1,POWER,0,9,10,.095438338,176,2025-11-05 18:46:22
bgworkers,1,1,1,POWER,0,10,11,.063560725,388,2025-11-05 18:46:23
bgworkers,1,1,1,POWER,0,11,12,.065437832,20,2025-11-05 18:46:24
bgworkers,1,1,1,POWER,0,12,13,.074797716,3,2025-11-05 18:46:25
bgworkers,1,1,1,POWER,0,13,14,.070886993,54,2025-11-05 18:46:26
bgworkers,1,1,1,POWER,0,14,15,.071882546,2,2025-11-05 18:46:27
bgworkers,1,1,1,POWER,0,15,16,.079570330,4,2025-11-05 18:46:29
bgworkers,1,1,1,POWER,0,16,17,.053996674,291,2025-11-05 18:46:30
bgworkers,1,1,1,POWER,0,17,18,.056105338,2,2025-11-05 18:46:31
bgworkers,1,1,1,POWER,0,18,19,.095663742,4,2025-11-05 18:46:32
bgworkers,1,1,1,POWER,0,19,20,.068177610,2,2025-11-05 18:46:33
bgworkers,1,1,1,POWER,0,20,21,.058392121,4,2025-11-05 18:46:34
bgworkers,1,1,1,POWER,0,21,22,.075707411,9,2025-11-05 18:46:35
bgworkers,1,1,1,POWER,0,22,23,.061766017,1,2025-11-05 18:46:36
bgworkers,1,1,1,THROUGHPUT,1,2,1,.049337584,6,2025-11-05 18:46:37
bgworkers,1,1,1,THROUGHPUT,2,3,23,.051464309,115,2025-11-05 18:46:37
bgworkers,1,1,1,THROUGHPUT,2,21,24,.051966397,9,2025-11-05 18:46:37
bgworkers,1,1,1,THROUGHPUT,1,18,2,.067000840,4,2025-11-05 18:46:37
bgworkers,1,1,1,THROUGHPUT,2,1,25,.035843004,1,2025-11-05 18:46:37
bgworkers,1,1,1,THROUGHPUT,1,10,3,.048782395,388,2025-11-05 18:46:37
bgworkers,1,1,1,THROUGHPUT,2,14,26,.043150734,2,2025-11-05 18:46:37
bgworkers,1,1,1,THROUGHPUT,1,3,4,.041324333,115,2025-11-05 18:46:37
bgworkers,1,1,1,THROUGHPUT,2,4,27,.045247454,6,2025-11-05 18:46:38
bgworkers,1,1,1,THROUGHPUT,1,6,5,.054820653,2,2025-11-05 18:46:38
bgworkers,1,1,1,THROUGHPUT,2,10,28,.055008974,388,2025-11-05 18:46:38
bgworkers,1,1,1,THROUGHPUT,1,13,6,.056686942,55,2025-11-05 18:46:38
bgworkers,1,1,1,THROUGHPUT,2,20,29,.040451673,4,2025-11-05 18:46:38
bgworkers,1,1,1,THROUGHPUT,1,12,7,.048682536,3,2025-11-05 18:46:38
bgworkers,1,1,1,THROUGHPUT,2,11,30,.038998846,20,2025-11-05 18:46:38
bgworkers,1,1,1,THROUGHPUT,1,1,8,.043863966,1,2025-11-05 18:46:38
bgworkers,1,1,1,THROUGHPUT,2,16,31,.045452670,291,2025-11-05 18:46:38
bgworkers,1,1,1,THROUGHPUT,1,20,9,.041904346,4,2025-11-05 18:46:38
bgworkers,1,1,1,THROUGHPUT,2,9,32,.062281607,176,2025-11-05 18:46:38
bgworkers,1,1,1,THROUGHPUT,1,4,10,.045485207,6,2025-11-05 18:46:38
bgworkers,1,1,1,THROUGHPUT,2,2,33,.040556449,6,2025-11-05 18:46:38
bgworkers,1,1,1,THROUGHPUT,1,21,11,.053049282,9,2025-11-05 18:46:38
bgworkers,1,1,1,THROUGHPUT,2,18,34,.078679969,4,2025-11-05 18:46:38
bgworkers,1,1,1,THROUGHPUT,1,11,12,.035129149,20,2025-11-05 18:46:38
