io_method,iteration,run_in_iteration,global_run_id,test_type,stream_id,refresh_number,execution_order,execution_time_seconds,rows_affected,timestamp
bgworkers,1,1,1,POWER,0,1,1,42.476814301,600,2025-11-12 16:30:03
bgworkers,1,1,1,POWER,0,2,24,15.023415680,100,2025-11-12 17:32:04
bgworkers,1,1,1,THROUGHPUT,R,1,45,15.665832902,600,2025-11-12 17:32:20
bgworkers,1,1,1,THROUGHPUT,R,2,46,12.365504059,100,2025-11-12 17:32:32
bgworkers,1,1,1,THROUGHPUT,R,1,47,20.773026530,600,2025-11-12 17:32:53
bgworkers,1,1,1,THROUGHPUT,R,2,48,12.620961559,100,2025-11-12 17:33:06
bgworkers,1,1,1,THROUGHPUT,R,1,49,22.664535027,600,2025-11-12 17:33:28
bgworkers,1,1,1,THROUGHPUT,R,2,50,11.144133812,100,2025-11-12 17:33:40
bgworkers,1,1,1,THROUGHPUT,R,1,51,14.045412466,600,2025-11-12 17:33:54
bgworkers,1,1,1,THROUGHPUT,R,2,52,14.316187627,100,2025-11-12 17:34:08
