io_method,iteration,run_in_iteration,global_run_id,test_type,stream_id,refresh_number,execution_order,execution_time_seconds,rows_affected,timestamp
sync,1,1,1,POWER,0,1,1,.756807902,600,2025-11-05 21:45:58
sync,1,1,1,POWER,0,2,24,.112436484,100,2025-11-05 21:46:23
sync,1,1,1,THROUGHPUT,R,1,45,.271967916,600,2025-11-05 21:46:23
sync,1,1,1,THROUGHPUT,R,2,46,.071097301,100,2025-11-05 21:46:24
sync,1,1,1,THROUGHPUT,R,1,47,.505506274,600,2025-11-05 21:46:24
sync,1,1,1,THROUGHPUT,R,2,48,.078090116,100,2025-11-05 21:46:24
sync,1,1,1,THROUGHPUT,R,1,49,.511443695,600,2025-11-05 21:46:25
sync,1,1,1,THROUGHPUT,R,2,50,.061724411,100,2025-11-05 21:46:25
sync,1,1,1,THROUGHPUT,R,1,51,.226262532,600,2025-11-05 21:46:25
sync,1,1,1,THROUGHPUT,R,2,52,.063758249,100,2025-11-05 21:46:25
