io_method,iteration,run_in_iteration,global_run_id,test_type,stream_id,query_number,execution_order,execution_time_seconds,row_count,timestamp
bgworkers,1,1,1,POWER,0,1,2,.072811743,1,2025-11-05 00:13:18
bgworkers,1,1,1,POWER,0,2,3,.097001861,10,2025-11-05 00:13:19
bgworkers,1,1,1,POWER,0,3,4,.170971035,116,2025-11-05 00:13:21
bgworkers,1,1,1,POWER,0,4,5,.107937714,6,2025-11-05 00:13:22
bgworkers,1,1,1,POWER,0,5,6,.080434885,6,2025-11-05 00:13:23
bgworkers,1,1,1,POWER,0,6,7,.081392779,2,2025-11-05 00:13:24
bgworkers,1,1,1,POWER,0,7,8,.085002665,5,2025-11-05 00:13:25
bgworkers,1,1,1,POWER,0,8,9,.095536593,3,2025-11-05 00:13:26
bgworkers,1,1,1,POWER,0,9,10,.123467340,172,2025-11-05 00:13:27
bgworkers,1,1,1,POWER,0,10,11,.095796841,404,2025-11-05 00:13:28
bgworkers,1,1,1,POWER,0,11,12,.073813077,1,2025-11-05 00:13:30
bgworkers,1,1,1,POWER,0,12,13,.086173076,3,2025-11-05 00:13:31
bgworkers,1,1,1,POWER,0,13,14,.083463024,39,2025-11-05 00:13:32
bgworkers,1,1,1,POWER,0,14,15,.081845099,2,2025-11-05 00:13:33
bgworkers,1,1,1,POWER,0,15,16,.104369341,4,2025-11-05 00:13:34
bgworkers,1,1,1,POWER,0,16,17,.077428858,288,2025-11-05 00:13:35
bgworkers,1,1,1,POWER,0,17,18,.070403295,2,2025-11-05 00:13:36
bgworkers,1,1,1,POWER,0,18,19,.118636399,4,2025-11-05 00:13:37
bgworkers,1,1,1,POWER,0,19,20,.074381906,2,2025-11-05 00:13:39
bgworkers,1,1,1,POWER,0,20,21,.082138226,3,2025-11-05 00:13:40
bgworkers,1,1,1,POWER,0,21,22,.090147563,7,2025-11-05 00:13:41
bgworkers,1,1,1,POWER,0,22,23,.080979505,1,2025-11-05 00:13:42
bgworkers,1,1,1,THROUGHPUT,2,13,23,.080613400,39,2025-11-05 00:13:43
bgworkers,1,1,1,THROUGHPUT,1,10,1,.088477956,404,2025-11-05 00:13:43
bgworkers,1,1,1,THROUGHPUT,2,21,24,.079269516,7,2025-11-05 00:13:43
bgworkers,1,1,1,THROUGHPUT,1,7,2,.075374524,5,2025-11-05 00:13:43
bgworkers,1,1,1,THROUGHPUT,2,7,25,.071004004,5,2025-11-05 00:13:43
bgworkers,1,1,1,THROUGHPUT,1,18,3,.111043804,4,2025-11-05 00:13:43
bgworkers,1,1,1,THROUGHPUT,2,22,26,.067904003,1,2025-11-05 00:13:43
bgworkers,1,1,1,THROUGHPUT,1,16,4,.064564404,288,2025-11-05 00:13:43
bgworkers,1,1,1,THROUGHPUT,2,19,27,.064128586,2,2025-11-05 00:13:43
bgworkers,1,1,1,THROUGHPUT,1,4,5,.079101554,6,2025-11-05 00:13:44
bgworkers,1,1,1,THROUGHPUT,2,1,28,.063218646,1,2025-11-05 00:13:44
bgworkers,1,1,1,THROUGHPUT,1,3,6,.076587674,116,2025-11-05 00:13:44
bgworkers,1,1,1,THROUGHPUT,2,20,29,.068897717,3,2025-11-05 00:13:44
bgworkers,1,1,1,THROUGHPUT,1,22,7,.068892893,1,2025-11-05 00:13:44
bgworkers,1,1,1,THROUGHPUT,2,10,30,.085907857,404,2025-11-05 00:13:44
bgworkers,1,1,1,THROUGHPUT,1,21,8,.076929483,7,2025-11-05 00:13:44
bgworkers,1,1,1,THROUGHPUT,2,2,31,.062401591,10,2025-11-05 00:13:44
bgworkers,1,1,1,THROUGHPUT,1,2,9,.066205751,10,2025-11-05 00:13:44
bgworkers,1,1,1,THROUGHPUT,2,17,32,.062267441,2,2025-11-05 00:13:44
bgworkers,1,1,1,THROUGHPUT,1,11,10,.063741022,1,2025-11-05 00:13:44
bgworkers,1,1,1,THROUGHPUT,2,15,33,.087970923,4,2025-11-05 00:13:44
bgworkers,1,1,1,THROUGHPUT,1,8,11,.083337237,3,2025-11-05 00:13:44
bgworkers,1,1,1,THROUGHPUT,2,16,34,.073705408,288,2025-11-05 00:13:44
bgworkers,1,1,1,THROUGHPUT,1,5,12,.073368625,6,2025-11-05 00:13:44
bgworkers,1,1,1,THROUGHPUT,2,18,35,.111219431,4,2025-11-05 00:13:44
bgworkers,1,1,1,THROUGHPUT,1,17,13,.060356806,2,2025-11-05 00:13:44
bgworkers,1,1,1,THROUGHPUT,2,4,36,.081391476,6,2025-11-05 00:13:44
bgworkers,1,1,1,THROUGHPUT,1,14,14,.074203185,2,2025-11-05 00:13:44
bgworkers,1,1,1,THROUGHPUT,2,5,37,.075748316,6,2025-11-05 00:13:44
bgworkers,1,1,1,THROUGHPUT,1,15,15,.095373155,4,2025-11-05 00:13:44
