io_method,iteration,run_in_iteration,global_run_id,test_type,stream_id,refresh_number,execution_order,execution_time_seconds,rows_affected,timestamp
bgworkers,1,1,1,POWER,0,1,1,.079039571,600,2025-11-03 12:51:54
bgworkers,1,1,1,POWER,0,2,24,.067985527,100,2025-11-03 12:52:40
bgworkers,1,1,1,THROUGHPUT,R,1,45,.062781887,600,2025-11-03 12:52:40
bgworkers,1,1,1,THROUGHPUT,R,2,46,.069792892,100,2025-11-03 12:52:40
bgworkers,1,1,1,THROUGHPUT,R,1,47,.059031273,600,2025-11-03 12:52:40
bgworkers,1,1,1,THROUGHPUT,R,2,48,.071827324,100,2025-11-03 12:52:40
bgworkers,1,1,1,THROUGHPUT,R,1,49,.086512762,600,2025-11-03 12:52:40
bgworkers,1,1,1,THROUGHPUT,R,2,50,.063949196,100,2025-11-03 12:52:40
bgworkers,1,1,1,THROUGHPUT,R,1,51,.063380209,600,2025-11-03 12:52:41
bgworkers,1,1,1,THROUGHPUT,R,2,52,.060883904,100,2025-11-03 12:52:41
