io_method,iteration,run_in_iteration,global_run_id,test_type,stream_id,refresh_number,execution_order,execution_time_seconds,rows_affected,timestamp
iouring,1,1,1,POWER,0,1,1,6.983615026,600,2025-11-05 20:34:32
iouring,1,1,1,POWER,0,2,24,1.736016750,100,2025-11-05 20:36:26
iouring,1,1,1,THROUGHPUT,R,1,45,2.393111038,600,2025-11-05 20:36:29
iouring,1,1,1,THROUGHPUT,R,2,46,1.599196912,100,2025-11-05 20:36:30
iouring,1,1,1,THROUGHPUT,R,1,47,2.602540891,600,2025-11-05 20:36:33
iouring,1,1,1,THROUGHPUT,R,2,48,1.729465183,100,2025-11-05 20:36:35
iouring,1,1,1,THROUGHPUT,R,1,49,2.511376036,600,2025-11-05 20:36:37
iouring,1,1,1,THROUGHPUT,R,2,50,1.721037019,100,2025-11-05 20:36:39
iouring,1,1,1,THROUGHPUT,R,1,51,2.433025493,600,2025-11-05 20:36:41
iouring,1,1,1,THROUGHPUT,R,2,52,1.691662250,100,2025-11-05 20:36:43
