io_method,iteration,run_in_iteration,global_run_id,test_type,stream_id,query_number,execution_order,execution_time_seconds,row_count,timestamp
iouring,1,1,1,POWER,0,14,2,5.252186080,2,2026-06-27 03:57:41
iouring,1,1,1,POWER,0,2,3,8.874589831,101,2026-06-27 03:57:50
iouring,1,1,1,POWER,0,9,4,16.131946749,176,2026-06-27 03:58:06
iouring,1,1,1,POWER,0,20,5,7.176360854,1752,2026-06-27 03:58:13
iouring,1,1,1,POWER,0,6,6,3.177977764,2,2026-06-27 03:58:17
iouring,1,1,1,POWER,0,17,7,9.139002495,2,2026-06-27 03:58:26
iouring,1,1,1,POWER,0,18,8,23.657056637,100,2026-06-27 03:58:49
iouring,1,1,1,POWER,0,8,9,2.291144779,3,2026-06-27 03:58:52
iouring,1,1,1,POWER,0,21,10,5.385183935,101,2026-06-27 03:58:57
iouring,1,1,1,POWER,0,13,11,13.569649064,47,2026-06-27 03:59:11
iouring,1,1,1,POWER,0,3,12,5.349751840,11,2026-06-27 03:59:16
iouring,1,1,1,POWER,0,22,13,.473037155,8,2026-06-27 03:59:17
iouring,1,1,1,POWER,0,16,14,1.540708705,27840,2026-06-27 03:59:18
iouring,1,1,1,POWER,0,4,15,1.441314325,6,2026-06-27 03:59:20
iouring,1,1,1,POWER,0,11,16,1.037812287,9182,2026-06-27 03:59:21
iouring,1,1,1,POWER,0,15,17,9.065579196,4,2026-06-27 03:59:30
iouring,1,1,1,POWER,0,1,18,.037736886,1,2026-06-27 03:59:30
iouring,1,1,1,POWER,0,10,19,3.021707296,21,2026-06-27 03:59:33
iouring,1,1,1,POWER,0,19,20,.459530236,2,2026-06-27 03:59:33
iouring,1,1,1,POWER,0,5,21,2.417101383,6,2026-06-27 03:59:36
iouring,1,1,1,POWER,0,7,22,9.883671552,5,2026-06-27 03:59:46
iouring,1,1,1,POWER,0,12,23,3.709200086,3,2026-06-27 03:59:49
iouring,1,1,1,THROUGHPUT,2,6,23,4.359989820,2,2026-06-27 03:59:56
iouring,1,1,1,THROUGHPUT,3,8,45,6.905864360,3,2026-06-27 03:59:59
iouring,1,1,1,THROUGHPUT,3,5,46,3.654995192,6,2026-06-27 04:00:02
iouring,1,1,1,THROUGHPUT,3,4,47,2.629153978,6,2026-06-27 04:00:05
iouring,1,1,1,THROUGHPUT,3,6,48,5.484013659,2,2026-06-27 04:00:11
iouring,1,1,1,THROUGHPUT,2,17,24,15.121363555,2,2026-06-27 04:00:11
iouring,1,1,1,THROUGHPUT,2,14,25,2.326748029,2,2026-06-27 04:00:14
iouring,1,1,1,THROUGHPUT,1,21,1,22.726986088,101,2026-06-27 04:00:15
iouring,1,1,1,THROUGHPUT,2,16,26,2.610829203,27840,2026-06-27 04:00:16
iouring,1,1,1,THROUGHPUT,2,19,27,.706069939,2,2026-06-27 04:00:17
iouring,1,1,1,THROUGHPUT,2,10,28,5.368870666,21,2026-06-27 04:00:22
iouring,1,1,1,THROUGHPUT,1,3,2,9.116130925,11,2026-06-27 04:00:24
iouring,1,1,1,THROUGHPUT,3,17,49,16.404795017,2,2026-06-27 04:00:27
iouring,1,1,1,THROUGHPUT,2,9,29,11.973124193,176,2026-06-27 04:00:34
iouring,1,1,1,THROUGHPUT,2,2,30,4.991906049,101,2026-06-27 04:00:39
iouring,1,1,1,THROUGHPUT,3,7,50,22.986293450,5,2026-06-27 04:00:50
iouring,1,1,1,THROUGHPUT,3,1,51,.058456855,1,2026-06-27 04:00:50
iouring,1,1,1,THROUGHPUT,2,15,31,11.050992118,4,2026-06-27 04:00:51
iouring,1,1,1,THROUGHPUT,1,18,3,35.033601330,76,2026-06-27 04:00:59
iouring,1,1,1,THROUGHPUT,2,8,32,12.300351484,3,2026-06-27 04:01:03
iouring,1,1,1,THROUGHPUT,1,5,4,5.973217942,6,2026-06-27 04:01:05
iouring,1,1,1,THROUGHPUT,1,11,5,2.001998756,9723,2026-06-27 04:01:07
iouring,1,1,1,THROUGHPUT,2,5,33,17.549094704,6,2026-06-27 04:01:20
iouring,1,1,1,THROUGHPUT,2,22,34,1.413050204,8,2026-06-27 04:01:22
iouring,1,1,1,THROUGHPUT,1,7,6,17.354948891,5,2026-06-27 04:01:24
iouring,1,1,1,THROUGHPUT,3,18,52,38.204226972,85,2026-06-27 04:01:28
iouring,1,1,1,THROUGHPUT,3,22,53,1.313964516,8,2026-06-27 04:01:30
iouring,1,1,1,THROUGHPUT,2,12,35,7.901036549,3,2026-06-27 04:01:30
iouring,1,1,1,THROUGHPUT,1,6,7,7.989396076,2,2026-06-27 04:01:32
iouring,1,1,1,THROUGHPUT,3,14,54,2.565217145,2,2026-06-27 04:01:32
iouring,1,1,1,THROUGHPUT,1,20,8,6.824418933,1829,2026-06-27 04:01:39
iouring,1,1,1,THROUGHPUT,2,7,36,10.216427167,5,2026-06-27 04:01:40
iouring,1,1,1,THROUGHPUT,3,9,55,10.470032413,176,2026-06-27 04:01:43
iouring,1,1,1,THROUGHPUT,3,10,56,3.658248962,21,2026-06-27 04:01:46
iouring,1,1,1,THROUGHPUT,1,17,9,11.381459120,2,2026-06-27 04:01:50
iouring,1,1,1,THROUGHPUT,1,12,10,4.386409175,3,2026-06-27 04:01:55
iouring,1,1,1,THROUGHPUT,3,15,57,10.166384515,4,2026-06-27 04:01:57
iouring,1,1,1,THROUGHPUT,1,16,11,1.961853266,27839,2026-06-27 04:01:57
iouring,1,1,1,THROUGHPUT,2,13,37,17.137504803,47,2026-06-27 04:01:57
iouring,1,1,1,THROUGHPUT,3,11,58,1.253942649,9349,2026-06-27 04:01:58
iouring,1,1,1,THROUGHPUT,3,20,59,8.004578373,1806,2026-06-27 04:02:06
iouring,1,1,1,THROUGHPUT,3,2,60,3.997252775,101,2026-06-27 04:02:10
iouring,1,1,1,THROUGHPUT,1,15,12,14.243914820,4,2026-06-27 04:02:11
iouring,1,1,1,THROUGHPUT,3,21,61,7.170240573,101,2026-06-27 04:02:17
iouring,1,1,1,THROUGHPUT,3,19,62,.741522365,2,2026-06-27 04:02:18
iouring,1,1,1,THROUGHPUT,2,18,38,28.827622652,101,2026-06-27 04:02:26
iouring,1,1,1,THROUGHPUT,2,1,39,.034938301,1,2026-06-27 04:02:26
iouring,1,1,1,THROUGHPUT,2,4,40,1.757348754,6,2026-06-27 04:02:28
iouring,1,1,1,THROUGHPUT,1,13,13,17.418580244,47,2026-06-27 04:02:29
iouring,1,1,1,THROUGHPUT,1,10,14,3.820682905,21,2026-06-27 04:02:32
iouring,1,1,1,THROUGHPUT,3,13,63,16.079932925,47,2026-06-27 04:02:34
iouring,1,1,1,THROUGHPUT,1,2,15,3.246505357,101,2026-06-27 04:02:36
iouring,1,1,1,THROUGHPUT,2,20,41,8.372369537,1832,2026-06-27 04:02:36
iouring,1,1,1,THROUGHPUT,3,16,64,2.579035441,27841,2026-06-27 04:02:37
iouring,1,1,1,THROUGHPUT,1,8,16,2.347818907,3,2026-06-27 04:02:38
iouring,1,1,1,THROUGHPUT,1,14,17,2.798562676,2,2026-06-27 04:02:41
iouring,1,1,1,THROUGHPUT,1,19,18,.703398347,2,2026-06-27 04:02:42
iouring,1,1,1,THROUGHPUT,2,3,42,11.148468055,11,2026-06-27 04:02:47
iouring,1,1,1,THROUGHPUT,2,11,43,1.847483971,8407,2026-06-27 04:02:49
iouring,1,1,1,THROUGHPUT,1,9,19,9.140479922,176,2026-06-27 04:02:51
iouring,1,1,1,THROUGHPUT,1,22,20,.785182401,8,2026-06-27 04:02:51
iouring,1,1,1,THROUGHPUT,1,1,21,.049896029,1,2026-06-27 04:02:52
iouring,1,1,1,THROUGHPUT,1,4,22,2.294688631,6,2026-06-27 04:02:54
iouring,1,1,1,THROUGHPUT,3,12,65,18.479157606,3,2026-06-27 04:02:55
iouring,1,1,1,THROUGHPUT,2,21,44,7.963329047,101,2026-06-27 04:02:57
iouring,1,1,1,THROUGHPUT,3,3,66,5.944672994,11,2026-06-27 04:03:01
