io_method,iteration,run_in_iteration,global_run_id,test_type,stream_id,refresh_number,execution_order,execution_time_seconds,rows_affected,timestamp
sync,1,1,1,POWER,0,1,1,.645767603,600,2025-11-05 00:11:31
sync,1,1,1,POWER,0,2,24,.091751720,100,2025-11-05 00:11:56
sync,1,1,1,THROUGHPUT,R,1,45,.104423894,600,2025-11-05 00:11:56
sync,1,1,1,THROUGHPUT,R,2,46,.066452846,100,2025-11-05 00:11:56
sync,1,1,1,THROUGHPUT,R,1,47,.100365526,600,2025-11-05 00:11:56
sync,1,1,1,THROUGHPUT,R,2,48,.068811648,100,2025-11-05 00:11:56
sync,1,1,1,THROUGHPUT,R,1,49,.111012914,600,2025-11-05 00:11:56
sync,1,1,1,THROUGHPUT,R,2,50,.072920371,100,2025-11-05 00:11:56
sync,1,1,1,THROUGHPUT,R,1,51,.105687371,600,2025-11-05 00:11:57
sync,1,1,1,THROUGHPUT,R,2,52,.068140730,100,2025-11-05 00:11:57
