io_method,iteration,run_in_iteration,global_run_id,test_type,stream_id,query_number,execution_order,execution_time_seconds,row_count,timestamp
sync,1,1,1,POWER,0,4,2,1.412483420,6,2026-06-18 14:55:17
sync,1,1,1,POWER,0,9,3,.839980503,176,2026-06-18 14:55:18
sync,1,1,1,POWER,0,14,4,.228261469,2,2026-06-18 14:55:18
sync,1,1,1,POWER,0,22,5,.169697082,8,2026-06-18 14:55:18
sync,1,1,1,POWER,0,19,6,.135405155,2,2026-06-18 14:55:18
sync,1,1,1,POWER,0,13,7,.224935019,38,2026-06-18 14:55:19
sync,1,1,1,POWER,0,12,8,.226230071,3,2026-06-18 14:55:19
sync,1,1,1,POWER,0,10,9,.224140485,21,2026-06-18 14:55:19
sync,1,1,1,POWER,0,15,10,.366472793,4,2026-06-18 14:55:20
sync,1,1,1,POWER,0,8,11,.273770083,3,2026-06-18 14:55:20
sync,1,1,1,POWER,0,16,12,.202715079,2821,2026-06-18 14:55:20
sync,1,1,1,POWER,0,6,13,.164202594,2,2026-06-18 14:55:21
sync,1,1,1,POWER,0,20,14,.191578932,17,2026-06-18 14:55:21
sync,1,1,1,POWER,0,18,15,1.672458726,1,2026-06-18 14:55:23
sync,1,1,1,POWER,0,7,16,.225843594,5,2026-06-18 14:55:23
sync,1,1,1,POWER,0,1,17,.150169699,1,2026-06-18 14:55:23
sync,1,1,1,POWER,0,17,18,.213739873,2,2026-06-18 14:55:23
sync,1,1,1,POWER,0,5,19,.178945311,6,2026-06-18 14:55:24
sync,1,1,1,POWER,0,2,20,.157513491,43,2026-06-18 14:55:24
sync,1,1,1,POWER,0,11,21,.134171507,107,2026-06-18 14:55:24
sync,1,1,1,POWER,0,3,22,.199670655,11,2026-06-18 14:55:24
sync,1,1,1,POWER,0,21,23,.232312265,34,2026-06-18 14:55:24
sync,1,1,1,THROUGHPUT,2,7,23,.217152371,5,2026-06-18 14:55:26
sync,1,1,1,THROUGHPUT,1,10,1,.227698477,21,2026-06-18 14:55:26
sync,1,1,1,THROUGHPUT,2,14,24,.152102981,2,2026-06-18 14:55:26
sync,1,1,1,THROUGHPUT,1,20,2,.188449793,12,2026-06-18 14:55:26
sync,1,1,1,THROUGHPUT,2,17,25,.233739629,2,2026-06-18 14:55:26
sync,1,1,1,THROUGHPUT,1,7,3,.232679504,5,2026-06-18 14:55:26
sync,1,1,1,THROUGHPUT,1,14,4,.135985706,2,2026-06-18 14:55:26
sync,1,1,1,THROUGHPUT,2,15,26,.214305192,4,2026-06-18 14:55:26
