io_method,iteration,run_in_iteration,global_run_id,test_type,stream_id,refresh_number,execution_order,execution_time_seconds,rows_affected,timestamp
bgworkers,1,1,1,POWER,0,1,1,.211697652,600,2025-11-05 00:58:00
bgworkers,1,1,1,POWER,0,2,24,.084673744,100,2025-11-05 00:58:25
bgworkers,1,1,1,THROUGHPUT,R,1,45,.522659896,600,2025-11-05 00:58:26
bgworkers,1,1,1,THROUGHPUT,R,2,46,.071965506,100,2025-11-05 00:58:26
bgworkers,1,1,1,THROUGHPUT,R,1,47,.110286105,600,2025-11-05 00:58:26
bgworkers,1,1,1,THROUGHPUT,R,2,48,.069477241,100,2025-11-05 00:58:26
bgworkers,1,1,1,THROUGHPUT,R,1,49,.097188368,600,2025-11-05 00:58:26
bgworkers,1,1,1,THROUGHPUT,R,2,50,.073369364,100,2025-11-05 00:58:26
bgworkers,1,1,1,THROUGHPUT,R,1,51,.106916590,600,2025-11-05 00:58:26
bgworkers,1,1,1,THROUGHPUT,R,2,52,.069707959,100,2025-11-05 00:58:26
