io_method,iteration,run_in_iteration,global_run_id,test_type,stream_id,refresh_number,execution_order,execution_time_seconds,rows_affected,timestamp
iouring,1,1,1,POWER,0,1,1,3.416900878,600,2025-11-04 23:52:43
iouring,1,1,1,POWER,0,2,24,.500846036,100,2025-11-04 23:53:33
iouring,1,1,1,THROUGHPUT,R,1,45,6.919489945,600,2025-11-04 23:53:40
iouring,1,1,1,THROUGHPUT,R,2,46,.557025844,100,2025-11-04 23:53:41
iouring,1,1,1,THROUGHPUT,R,1,47,1.114465823,600,2025-11-04 23:53:42
iouring,1,1,1,THROUGHPUT,R,2,48,.568730799,100,2025-11-04 23:53:43
iouring,1,1,1,THROUGHPUT,R,1,49,5.237053158,600,2025-11-04 23:53:48
iouring,1,1,1,THROUGHPUT,R,2,50,.721727073,100,2025-11-04 23:53:49
iouring,1,1,1,THROUGHPUT,R,1,51,4.290589246,600,2025-11-04 23:53:53
iouring,1,1,1,THROUGHPUT,R,2,52,.508090170,100,2025-11-04 23:53:53
