io_method,iteration,run_in_iteration,global_run_id,test_type,stream_id,refresh_number,execution_order,execution_time_seconds,rows_affected,timestamp
iouring,1,1,1,POWER,0,1,1,.181828654,600,2025-11-08 14:06:52
iouring,1,1,1,POWER,0,2,24,.088341147,100,2025-11-08 14:07:17
iouring,1,1,1,THROUGHPUT,R,1,45,.082558566,600,2025-11-08 14:07:17
iouring,1,1,1,THROUGHPUT,R,2,46,.077029370,100,2025-11-08 14:07:17
iouring,1,1,1,THROUGHPUT,R,1,47,.112878058,600,2025-11-08 14:07:17
iouring,1,1,1,THROUGHPUT,R,2,48,.070031727,100,2025-11-08 14:07:17
iouring,1,1,1,THROUGHPUT,R,1,49,.081512407,600,2025-11-08 14:07:17
iouring,1,1,1,THROUGHPUT,R,2,50,.069804720,100,2025-11-08 14:07:17
iouring,1,1,1,THROUGHPUT,R,1,51,.076354238,600,2025-11-08 14:07:18
iouring,1,1,1,THROUGHPUT,R,2,52,.078918011,100,2025-11-08 14:07:18
