io_method,iteration,run_in_iteration,global_run_id,test_type,stream_id,refresh_number,execution_order,execution_time_seconds,rows_affected,timestamp
sync,1,1,1,POWER,0,1,1,18.358891070,600,2025-11-08 17:03:38
sync,1,1,1,POWER,0,2,24,.682255867,100,2025-11-08 17:04:33
sync,1,1,1,THROUGHPUT,R,1,45,8.726623659,600,2025-11-08 17:04:41
sync,1,1,1,THROUGHPUT,R,2,46,.486853686,100,2025-11-08 17:04:42
sync,1,1,1,THROUGHPUT,R,1,47,6.899875427,600,2025-11-08 17:04:49
sync,1,1,1,THROUGHPUT,R,2,48,.480624088,100,2025-11-08 17:04:49
sync,1,1,1,THROUGHPUT,R,1,49,4.115619099,600,2025-11-08 17:04:53
sync,1,1,1,THROUGHPUT,R,2,50,.621587205,100,2025-11-08 17:04:54
sync,1,1,1,THROUGHPUT,R,1,51,4.456521022,600,2025-11-08 17:04:58
sync,1,1,1,THROUGHPUT,R,2,52,.731518914,100,2025-11-08 17:04:59
