io_method,iteration,run_in_iteration,global_run_id,test_type,stream_id,refresh_number,execution_order,execution_time_seconds,rows_affected,timestamp
iouring,1,1,1,POWER,0,1,1,.140745173,600,2025-11-05 21:26:08
iouring,1,1,1,POWER,0,2,24,.077025953,100,2025-11-05 21:26:32
iouring,1,1,1,THROUGHPUT,R,1,45,.105322566,600,2025-11-05 21:26:32
iouring,1,1,1,THROUGHPUT,R,2,46,.047744613,100,2025-11-05 21:26:32
iouring,1,1,1,THROUGHPUT,R,1,47,.116628632,600,2025-11-05 21:26:33
iouring,1,1,1,THROUGHPUT,R,2,48,.043132277,100,2025-11-05 21:26:33
iouring,1,1,1,THROUGHPUT,R,1,49,.099882158,600,2025-11-05 21:26:33
iouring,1,1,1,THROUGHPUT,R,2,50,.048528138,100,2025-11-05 21:26:33
iouring,1,1,1,THROUGHPUT,R,1,51,.069761482,600,2025-11-05 21:26:33
iouring,1,1,1,THROUGHPUT,R,2,52,.049111518,100,2025-11-05 21:26:33
