io_method,iteration,run_in_iteration,global_run_id,test_type,stream_id,refresh_number,execution_order,execution_time_seconds,rows_affected,timestamp
iouring,1,1,1,POWER,0,1,1,20.768010555,600,2025-11-04 21:02:11
iouring,1,1,1,POWER,0,2,24,.428343732,100,2025-11-04 21:02:54
iouring,1,1,1,THROUGHPUT,R,1,45,1.212372350,600,2025-11-04 21:02:55
iouring,1,1,1,THROUGHPUT,R,2,46,.462320795,100,2025-11-04 21:02:55
iouring,1,1,1,THROUGHPUT,R,1,47,1.410298699,600,2025-11-04 21:02:57
iouring,1,1,1,THROUGHPUT,R,2,48,.423640994,100,2025-11-04 21:02:57
iouring,1,1,1,THROUGHPUT,R,1,49,2.932376827,600,2025-11-04 21:03:00
iouring,1,1,1,THROUGHPUT,R,2,50,.392736186,100,2025-11-04 21:03:01
iouring,1,1,1,THROUGHPUT,R,1,51,1.054751073,600,2025-11-04 21:03:02
iouring,1,1,1,THROUGHPUT,R,2,52,.427512349,100,2025-11-04 21:03:02
