io_method,iteration,run_in_iteration,global_run_id,test_type,stream_id,refresh_number,execution_order,execution_time_seconds,rows_affected,timestamp
iouring,1,1,1,POWER,0,1,1,11.751510271,600,2025-11-05 21:43:34
iouring,1,1,1,POWER,0,2,24,.529502988,100,2025-11-05 21:44:13
iouring,1,1,1,THROUGHPUT,R,1,45,7.414041772,600,2025-11-05 21:44:20
iouring,1,1,1,THROUGHPUT,R,2,46,.497487792,100,2025-11-05 21:44:21
iouring,1,1,1,THROUGHPUT,R,1,47,5.559951200,600,2025-11-05 21:44:26
iouring,1,1,1,THROUGHPUT,R,2,48,.615166176,100,2025-11-05 21:44:27
iouring,1,1,1,THROUGHPUT,R,1,49,6.721006896,600,2025-11-05 21:44:34
iouring,1,1,1,THROUGHPUT,R,2,50,.462405008,100,2025-11-05 21:44:34
iouring,1,1,1,THROUGHPUT,R,1,51,2.728364264,600,2025-11-05 21:44:37
iouring,1,1,1,THROUGHPUT,R,2,52,.448856225,100,2025-11-05 21:44:37
