io_method,iteration,run_in_iteration,global_run_id,test_type,stream_id,refresh_number,execution_order,execution_time_seconds,rows_affected,timestamp
iouring,1,1,1,POWER,0,1,1,.072383962,600,2025-11-03 00:01:28
iouring,1,1,1,POWER,0,2,24,.063496799,100,2025-11-03 00:02:44
iouring,1,1,1,THROUGHPUT,R,1,45,.059079765,600,2025-11-03 00:02:44
iouring,1,1,1,THROUGHPUT,R,2,46,.037226539,100,2025-11-03 00:02:44
iouring,1,1,1,THROUGHPUT,R,1,47,.052909394,600,2025-11-03 00:02:45
iouring,1,1,1,THROUGHPUT,R,2,48,.052529712,100,2025-11-03 00:02:45
iouring,1,1,1,THROUGHPUT,R,1,49,.047944186,600,2025-11-03 00:02:45
iouring,1,1,1,THROUGHPUT,R,2,50,.050093549,100,2025-11-03 00:02:45
iouring,1,1,1,THROUGHPUT,R,1,51,.049879083,600,2025-11-03 00:02:45
iouring,1,1,1,THROUGHPUT,R,2,52,.054742434,100,2025-11-03 00:02:45
