io_method,iteration,run_in_iteration,global_run_id,test_type,stream_id,query_number,execution_order,execution_time_seconds,row_count,timestamp
bgworkers,1,1,1,POWER,0,1,2,.060576711,1,2025-11-10 22:32:37
bgworkers,1,1,1,POWER,0,2,3,18.959970355,19091,2025-11-10 22:32:57
bgworkers,1,1,1,POWER,0,3,4,70.320435678,452176,2025-11-10 22:34:09
bgworkers,1,1,1,POWER,0,4,5,72.688117889,6,2025-11-10 22:35:22
bgworkers,1,1,1,POWER,0,5,6,49.858225324,6,2025-11-10 22:36:13
bgworkers,1,1,1,POWER,0,6,7,42.551325362,2,2025-11-10 22:36:57
bgworkers,1,1,1,POWER,0,7,8,54.026892987,5,2025-11-10 22:37:52
bgworkers,1,1,1,POWER,0,8,9,47.595397051,3,2025-11-10 22:38:40
bgworkers,1,1,1,POWER,0,9,10,52.967245405,176,2025-11-10 22:39:34
bgworkers,1,1,1,POWER,0,10,11,58.950838983,1509433,2025-11-10 22:40:35
bgworkers,1,1,1,POWER,0,11,12,10.632426941,38781,2025-11-10 22:40:46
bgworkers,1,1,1,POWER,0,12,13,43.819394324,3,2025-11-10 22:41:31
bgworkers,1,1,1,POWER,0,13,14,25.008939193,46,2025-11-10 22:41:57
bgworkers,1,1,1,POWER,0,14,15,33.192094655,2,2025-11-10 22:42:31
bgworkers,1,1,1,POWER,0,15,16,69.075232749,4,2025-11-10 22:43:42
bgworkers,1,1,1,POWER,0,16,17,20.904402456,27841,2025-11-10 22:44:03
bgworkers,1,1,1,POWER,0,17,18,3.759520181,2,2025-11-10 22:44:08
bgworkers,1,1,1,POWER,0,18,19,166.640724657,263,2025-11-10 22:46:56
bgworkers,1,1,1,POWER,0,19,20,10.888885622,2,2025-11-10 22:47:08
bgworkers,1,1,1,POWER,0,20,21,2858.160785452,7178,2025-11-10 23:34:47
bgworkers,1,1,1,POWER,0,21,22,142.550410877,16080,2025-11-10 23:37:11
bgworkers,1,1,1,POWER,0,22,23,11.677206391,8,2025-11-10 23:37:23
bgworkers,1,1,1,THROUGHPUT,2,6,23,29.119562668,2,2025-11-10 23:38:08
bgworkers,1,1,1,THROUGHPUT,1,6,1,29.118111952,2,2025-11-10 23:38:08
bgworkers,1,1,1,THROUGHPUT,2,5,24,51.818353938,6,2025-11-10 23:39:00
bgworkers,1,1,1,THROUGHPUT,1,7,2,52.912431067,5,2025-11-10 23:39:01
bgworkers,1,1,1,THROUGHPUT,1,16,3,24.217834367,27841,2025-11-10 23:39:25
bgworkers,1,1,1,THROUGHPUT,1,11,4,21.614972610,38781,2025-11-10 23:39:47
bgworkers,1,1,1,THROUGHPUT,2,12,25,52.958147579,3,2025-11-10 23:39:53
bgworkers,1,1,1,THROUGHPUT,2,16,26,22.240703705,27841,2025-11-10 23:40:15
bgworkers,1,1,1,THROUGHPUT,2,1,27,.058776466,1,2025-11-10 23:40:15
bgworkers,1,1,1,THROUGHPUT,1,13,5,32.684190482,46,2025-11-10 23:40:20
bgworkers,1,1,1,THROUGHPUT,2,2,28,25.290811835,19091,2025-11-10 23:40:41
bgworkers,1,1,1,THROUGHPUT,2,10,29,66.695341846,1509433,2025-11-10 23:41:48
bgworkers,1,1,1,THROUGHPUT,1,8,6,132.843431241,3,2025-11-10 23:42:33
bgworkers,1,1,1,THROUGHPUT,1,17,7,5.108845840,2,2025-11-10 23:42:38
bgworkers,1,1,1,THROUGHPUT,2,4,30,65.262529614,6,2025-11-10 23:42:53
bgworkers,1,1,1,THROUGHPUT,1,19,8,23.505550501,2,2025-11-10 23:43:01
bgworkers,1,1,1,THROUGHPUT,1,15,9,124.658792769,4,2025-11-10 23:45:06
bgworkers,1,1,1,THROUGHPUT,2,15,31,132.973407004,4,2025-11-10 23:45:06
bgworkers,1,1,1,THROUGHPUT,1,2,10,21.473719366,19091,2025-11-10 23:45:27
bgworkers,1,1,1,THROUGHPUT,1,12,11,41.711929469,3,2025-11-10 23:46:09
bgworkers,1,1,1,THROUGHPUT,1,21,12,140.628737381,16080,2025-11-10 23:48:30
bgworkers,1,1,1,THROUGHPUT,1,9,13,58.227779867,176,2025-11-10 23:49:28
bgworkers,1,1,1,THROUGHPUT,1,22,14,15.437608225,8,2025-11-10 23:49:44
bgworkers,1,1,1,THROUGHPUT,1,1,15,.060399557,1,2025-11-10 23:49:44
bgworkers,1,1,1,THROUGHPUT,1,18,16,234.332620820,263,2025-11-10 23:53:38
bgworkers,1,1,1,THROUGHPUT,1,5,17,37.507530119,6,2025-11-10 23:54:16
bgworkers,1,1,1,THROUGHPUT,1,14,18,31.501759011,2,2025-11-10 23:54:47
bgworkers,1,1,1,THROUGHPUT,1,10,19,54.706348353,1509433,2025-11-10 23:55:42
bgworkers,1,1,1,THROUGHPUT,2,20,32,3359.830221971,7178,2025-11-11 00:41:06
bgworkers,1,1,1,THROUGHPUT,2,9,33,58.466811958,176,2025-11-11 00:42:04
bgworkers,1,1,1,THROUGHPUT,2,3,34,47.050383584,452176,2025-11-11 00:42:51
bgworkers,1,1,1,THROUGHPUT,2,22,35,11.150485038,8,2025-11-11 00:43:03
bgworkers,1,1,1,THROUGHPUT,2,11,36,10.216766534,38781,2025-11-11 00:43:13
bgworkers,1,1,1,THROUGHPUT,2,7,37,33.049743463,5,2025-11-11 00:43:46
bgworkers,1,1,1,THROUGHPUT,2,13,38,25.762628275,46,2025-11-11 00:44:12
bgworkers,1,1,1,THROUGHPUT,2,17,39,4.690344658,2,2025-11-11 00:44:16
bgworkers,1,1,1,THROUGHPUT,2,21,40,139.030796815,16080,2025-11-11 00:46:35
bgworkers,1,1,1,THROUGHPUT,2,14,41,25.579635249,2,2025-11-11 00:47:01
bgworkers,1,1,1,THROUGHPUT,2,18,42,158.370128626,263,2025-11-11 00:49:39
bgworkers,1,1,1,THROUGHPUT,2,19,43,13.560391011,2,2025-11-11 00:49:53
bgworkers,1,1,1,THROUGHPUT,2,8,44,71.828742520,3,2025-11-11 00:51:05
bgworkers,1,1,1,THROUGHPUT,1,20,20,3371.781572713,7178,2025-11-11 00:51:54
bgworkers,1,1,1,THROUGHPUT,1,4,21,54.104532965,6,2025-11-11 00:52:48
bgworkers,1,1,1,THROUGHPUT,1,3,22,44.413996053,452176,2025-11-11 00:53:32
