io_method,iteration,run_in_iteration,global_run_id,test_type,stream_id,refresh_number,execution_order,execution_time_seconds,rows_affected,timestamp
bgworkers,1,1,1,POWER,0,1,1,6.452403973,600,2025-11-05 19:07:35
bgworkers,1,1,1,POWER,0,2,24,.299103165,100,2025-11-05 19:08:10
bgworkers,1,1,1,THROUGHPUT,R,1,45,4.803867650,600,2025-11-05 19:08:15
bgworkers,1,1,1,THROUGHPUT,R,2,46,.312513548,100,2025-11-05 19:08:15
bgworkers,1,1,1,THROUGHPUT,R,1,47,1.866238151,600,2025-11-05 19:08:17
bgworkers,1,1,1,THROUGHPUT,R,2,48,.281639260,100,2025-11-05 19:08:17
bgworkers,1,1,1,THROUGHPUT,R,1,49,3.105903185,600,2025-11-05 19:08:20
bgworkers,1,1,1,THROUGHPUT,R,2,50,.277173242,100,2025-11-05 19:08:20
bgworkers,1,1,1,THROUGHPUT,R,1,51,2.249949631,600,2025-11-05 19:08:23
bgworkers,1,1,1,THROUGHPUT,R,2,52,.283842143,100,2025-11-05 19:08:23
