io_method,iteration,run_in_iteration,global_run_id,test_type,stream_id,query_number,execution_order,execution_time_seconds,row_count,timestamp
bgworkers,1,1,1,POWER,0,3,2,.695701239,11,2026-06-18 16:25:46
bgworkers,1,1,1,POWER,0,9,3,.385591836,176,2026-06-18 16:25:46
bgworkers,1,1,1,POWER,0,19,4,.124843614,2,2026-06-18 16:25:46
bgworkers,1,1,1,POWER,0,2,5,.161592352,43,2026-06-18 16:25:46
bgworkers,1,1,1,POWER,0,10,6,.247006338,21,2026-06-18 16:25:47
bgworkers,1,1,1,POWER,0,21,7,.248632857,34,2026-06-18 16:25:47
bgworkers,1,1,1,POWER,0,4,8,.301742353,6,2026-06-18 16:25:47
bgworkers,1,1,1,POWER,0,17,9,.218458902,2,2026-06-18 16:25:48
bgworkers,1,1,1,POWER,0,20,10,.209186898,17,2026-06-18 16:25:48
bgworkers,1,1,1,POWER,0,8,11,.189264795,3,2026-06-18 16:25:48
bgworkers,1,1,1,POWER,0,5,12,.170606127,6,2026-06-18 16:25:48
bgworkers,1,1,1,POWER,0,7,13,.204629492,5,2026-06-18 16:25:49
bgworkers,1,1,1,POWER,0,1,14,.141009028,1,2026-06-18 16:25:49
bgworkers,1,1,1,POWER,0,6,15,.162895205,2,2026-06-18 16:25:49
bgworkers,1,1,1,POWER,0,18,16,1.225740459,1,2026-06-18 16:25:50
bgworkers,1,1,1,POWER,0,22,17,.114406418,8,2026-06-18 16:25:50
bgworkers,1,1,1,POWER,0,11,18,.134587906,107,2026-06-18 16:25:51
bgworkers,1,1,1,POWER,0,14,19,.149042739,2,2026-06-18 16:25:51
bgworkers,1,1,1,POWER,0,13,20,.213113362,38,2026-06-18 16:25:51
bgworkers,1,1,1,POWER,0,12,21,.239043886,3,2026-06-18 16:25:51
bgworkers,1,1,1,POWER,0,15,22,.301868575,4,2026-06-18 16:25:52
bgworkers,1,1,1,POWER,0,16,23,.181571058,2821,2026-06-18 16:25:52
bgworkers,1,1,1,THROUGHPUT,2,7,23,.192336636,5,2026-06-18 16:25:53
bgworkers,1,1,1,THROUGHPUT,1,10,1,.247828295,21,2026-06-18 16:25:53
bgworkers,1,1,1,THROUGHPUT,2,13,24,.242844343,38,2026-06-18 16:25:53
bgworkers,1,1,1,THROUGHPUT,1,11,2,.204318024,119,2026-06-18 16:25:53
bgworkers,1,1,1,THROUGHPUT,2,21,25,.277517669,38,2026-06-18 16:25:54
bgworkers,1,1,1,THROUGHPUT,1,21,3,.275319743,44,2026-06-18 16:25:54
bgworkers,1,1,1,THROUGHPUT,2,1,26,.090395905,1,2026-06-18 16:25:54
