io_method,iteration,run_in_iteration,global_run_id,test_type,stream_id,refresh_number,execution_order,execution_time_seconds,rows_affected,timestamp
sync,1,1,1,POWER,0,1,1,19.618304744,600,2025-11-08 18:31:42
sync,1,1,1,POWER,0,2,24,.684903514,100,2025-11-08 18:32:38
sync,1,1,1,THROUGHPUT,R,1,45,11.058591070,600,2025-11-08 18:32:49
sync,1,1,1,THROUGHPUT,R,2,46,.707904758,100,2025-11-08 18:32:50
sync,1,1,1,THROUGHPUT,R,1,47,5.792731632,600,2025-11-08 18:32:56
sync,1,1,1,THROUGHPUT,R,2,48,.514025558,100,2025-11-08 18:32:57
sync,1,1,1,THROUGHPUT,R,1,49,4.746604994,600,2025-11-08 18:33:01
sync,1,1,1,THROUGHPUT,R,2,50,.630425562,100,2025-11-08 18:33:02
sync,1,1,1,THROUGHPUT,R,1,51,4.968054846,600,2025-11-08 18:33:07
sync,1,1,1,THROUGHPUT,R,2,52,.741545246,100,2025-11-08 18:33:08
