io_method,iteration,run_in_iteration,global_run_id,test_type,stream_id,refresh_number,execution_order,execution_time_seconds,rows_affected,timestamp
bgworkers,1,1,1,POWER,0,1,1,.618065465,600,2025-11-08 18:36:19
bgworkers,1,1,1,POWER,0,2,24,.090056664,100,2025-11-08 18:36:44
bgworkers,1,1,1,THROUGHPUT,R,1,45,.126105707,600,2025-11-08 18:36:44
bgworkers,1,1,1,THROUGHPUT,R,2,46,.071875173,100,2025-11-08 18:36:44
bgworkers,1,1,1,THROUGHPUT,R,1,47,.102267055,600,2025-11-08 18:36:44
bgworkers,1,1,1,THROUGHPUT,R,2,48,.072643752,100,2025-11-08 18:36:45
bgworkers,1,1,1,THROUGHPUT,R,1,49,.121853039,600,2025-11-08 18:36:45
bgworkers,1,1,1,THROUGHPUT,R,2,50,.077132005,100,2025-11-08 18:36:45
bgworkers,1,1,1,THROUGHPUT,R,1,51,.119281345,600,2025-11-08 18:36:45
bgworkers,1,1,1,THROUGHPUT,R,2,52,.074494871,100,2025-11-08 18:36:45
