io_method,iteration,run_in_iteration,global_run_id,test_type,stream_id,query_number,execution_order,execution_time_seconds,row_count,timestamp
bgworkers,1,1,1,POWER,0,1,2,.065642011,1,2025-11-08 18:45:13
bgworkers,1,1,1,POWER,0,2,3,169.887011766,4739,2025-11-08 18:48:04
bgworkers,1,1,1,POWER,0,3,4,20.977614724,113748,2025-11-08 18:48:26
bgworkers,1,1,1,POWER,0,4,5,3.858332437,6,2025-11-08 18:48:31
bgworkers,1,1,1,POWER,0,5,6,3.979413298,6,2025-11-08 18:48:36
bgworkers,1,1,1,POWER,0,6,7,1.741367346,2,2025-11-08 18:48:39
bgworkers,1,1,1,POWER,0,7,8,2.997397166,5,2025-11-08 18:48:43
bgworkers,1,1,1,POWER,0,8,9,9.019462214,3,2025-11-08 18:48:53
bgworkers,1,1,1,POWER,0,9,10,9.619206056,176,2025-11-08 18:49:03
bgworkers,1,1,1,POWER,0,10,11,7.466695683,381871,2025-11-08 18:49:12
bgworkers,1,1,1,POWER,0,11,12,1.634270592,1,2025-11-08 18:49:14
bgworkers,1,1,1,POWER,0,12,13,4.060699493,3,2025-11-08 18:49:20
bgworkers,1,1,1,POWER,0,13,14,5.055334767,47,2025-11-08 18:49:26
bgworkers,1,1,1,POWER,0,14,15,1.776166620,2,2025-11-08 18:49:28
bgworkers,1,1,1,POWER,0,15,16,4.930284728,4,2025-11-08 18:49:34
bgworkers,1,1,1,POWER,0,16,17,5.200168281,27840,2025-11-08 18:49:41
bgworkers,1,1,1,POWER,0,17,18,1.415656349,2,2025-11-08 18:49:43
bgworkers,1,1,1,POWER,0,18,19,88.421780430,79,2025-11-08 18:51:13
bgworkers,1,1,1,POWER,0,19,20,.905999134,2,2025-11-08 18:51:14
bgworkers,1,1,1,POWER,0,20,21,78.938385027,1797,2025-11-08 18:52:34
bgworkers,1,1,1,POWER,0,21,22,5.682653310,3938,2025-11-08 18:52:41
bgworkers,1,1,1,POWER,0,22,23,1.188988187,8,2025-11-08 18:52:43
bgworkers,1,1,1,THROUGHPUT,1,6,1,2.283315700,2,2025-11-08 18:52:50
bgworkers,1,1,1,THROUGHPUT,1,20,2,38.622047849,1797,2025-11-08 18:53:29
bgworkers,1,1,1,THROUGHPUT,1,19,3,.588902343,2,2025-11-08 18:53:29
bgworkers,1,1,1,THROUGHPUT,1,13,4,6.273506185,47,2025-11-08 18:53:35
bgworkers,1,1,1,THROUGHPUT,1,10,5,8.480142051,381871,2025-11-08 18:53:44
bgworkers,1,1,1,THROUGHPUT,1,3,6,4.027407779,113748,2025-11-08 18:53:48
bgworkers,1,1,1,THROUGHPUT,2,18,23,85.214879384,79,2025-11-08 18:54:13
bgworkers,1,1,1,THROUGHPUT,2,4,24,1.900306438,6,2025-11-08 18:54:15
bgworkers,1,1,1,THROUGHPUT,2,8,25,3.144083657,3,2025-11-08 18:54:18
bgworkers,1,1,1,THROUGHPUT,2,20,26,37.200215427,1797,2025-11-08 18:54:55
bgworkers,1,1,1,THROUGHPUT,2,10,27,8.133438101,381871,2025-11-08 18:55:03
bgworkers,1,1,1,THROUGHPUT,2,15,28,5.496913612,4,2025-11-08 18:55:09
