io_method,iteration,run_in_iteration,global_run_id,test_type,stream_id,refresh_number,execution_order,execution_time_seconds,rows_affected,timestamp
bgworkers,1,1,1,POWER,0,1,1,16.359985600,600,2025-11-04 21:06:35
bgworkers,1,1,1,POWER,0,2,24,2.684139048,100,2025-11-04 21:14:12
bgworkers,1,1,1,THROUGHPUT,R,1,45,3.988618400,600,2025-11-04 21:14:16
bgworkers,1,1,1,THROUGHPUT,R,2,46,3.458502664,100,2025-11-04 21:14:19
bgworkers,1,1,1,THROUGHPUT,R,1,47,4.399407286,600,2025-11-04 21:14:23
bgworkers,1,1,1,THROUGHPUT,R,2,48,2.989880839,100,2025-11-04 21:14:26
bgworkers,1,1,1,THROUGHPUT,R,1,49,3.047523444,600,2025-11-04 21:14:30
bgworkers,1,1,1,THROUGHPUT,R,2,50,3.044516440,100,2025-11-04 21:14:33
bgworkers,1,1,1,THROUGHPUT,R,1,51,4.034870033,600,2025-11-04 21:14:37
bgworkers,1,1,1,THROUGHPUT,R,2,52,2.912809722,100,2025-11-04 21:14:40
