io_method,iteration,run_in_iteration,global_run_id,test_type,stream_id,refresh_number,execution_order,execution_time_seconds,rows_affected,timestamp
sync,1,1,1,POWER,0,1,1,1.204825833,600,2025-11-08 17:37:04
sync,1,1,1,POWER,0,2,24,.137012306,100,2025-11-08 17:37:32
sync,1,1,1,THROUGHPUT,R,1,45,.456920782,600,2025-11-08 17:37:32
sync,1,1,1,THROUGHPUT,R,2,46,.123564233,100,2025-11-08 17:37:32
sync,1,1,1,THROUGHPUT,R,1,47,.448447256,600,2025-11-08 17:37:33
sync,1,1,1,THROUGHPUT,R,2,48,.138204936,100,2025-11-08 17:37:33
sync,1,1,1,THROUGHPUT,R,1,49,.462724925,600,2025-11-08 17:37:33
sync,1,1,1,THROUGHPUT,R,2,50,.119174758,100,2025-11-08 17:37:34
sync,1,1,1,THROUGHPUT,R,1,51,.455597649,600,2025-11-08 17:37:34
sync,1,1,1,THROUGHPUT,R,2,52,.139026408,100,2025-11-08 17:37:34
