io_method,iteration,run_in_iteration,global_run_id,test_type,stream_id,refresh_number,execution_order,execution_time_seconds,rows_affected,timestamp
iouring,1,1,1,POWER,0,1,1,1.216997912,600,2025-11-08 17:06:22
iouring,1,1,1,POWER,0,2,24,.121840526,100,2025-11-08 17:06:49
iouring,1,1,1,THROUGHPUT,R,1,45,.456416610,600,2025-11-08 17:06:50
iouring,1,1,1,THROUGHPUT,R,2,46,.110069354,100,2025-11-08 17:06:50
iouring,1,1,1,THROUGHPUT,R,1,47,.466971606,600,2025-11-08 17:06:51
iouring,1,1,1,THROUGHPUT,R,2,48,.116000989,100,2025-11-08 17:06:51
iouring,1,1,1,THROUGHPUT,R,1,49,.446851486,600,2025-11-08 17:06:51
iouring,1,1,1,THROUGHPUT,R,2,50,.105452135,100,2025-11-08 17:06:51
iouring,1,1,1,THROUGHPUT,R,1,51,.844447486,600,2025-11-08 17:06:52
iouring,1,1,1,THROUGHPUT,R,2,52,.110106316,100,2025-11-08 17:06:52
