io_method,iteration,run_in_iteration,global_run_id,test_type,stream_id,refresh_number,execution_order,execution_time_seconds,rows_affected,timestamp
iouring,1,1,1,POWER,0,1,1,18.920052554,600,2025-11-08 15:13:40
iouring,1,1,1,POWER,0,2,24,3.776123047,100,2025-11-08 15:17:47
iouring,1,1,1,THROUGHPUT,R,1,45,7.794091126,600,2025-11-08 15:17:54
iouring,1,1,1,THROUGHPUT,R,2,46,3.743439561,100,2025-11-08 15:17:58
iouring,1,1,1,THROUGHPUT,R,1,47,3.375208354,600,2025-11-08 15:18:02
iouring,1,1,1,THROUGHPUT,R,2,48,3.373464433,100,2025-11-08 15:18:05
iouring,1,1,1,THROUGHPUT,R,1,49,3.275771009,600,2025-11-08 15:18:08
iouring,1,1,1,THROUGHPUT,R,2,50,2.617194683,100,2025-11-08 15:18:11
iouring,1,1,1,THROUGHPUT,R,1,51,3.329648031,600,2025-11-08 15:18:14
iouring,1,1,1,THROUGHPUT,R,2,52,3.815001379,100,2025-11-08 15:18:18
