io_method,iteration,run_in_iteration,global_run_id,test_type,stream_id,refresh_number,execution_order,execution_time_seconds,rows_affected,timestamp
sync,1,1,1,POWER,0,1,1,.579184302,600,2025-11-05 18:42:43
sync,1,1,1,POWER,0,2,24,.107109424,100,2025-11-05 18:43:08
sync,1,1,1,THROUGHPUT,R,1,45,.504753777,600,2025-11-05 18:43:08
sync,1,1,1,THROUGHPUT,R,2,46,.063086234,100,2025-11-05 18:43:08
sync,1,1,1,THROUGHPUT,R,1,47,.437679017,600,2025-11-05 18:43:09
sync,1,1,1,THROUGHPUT,R,2,48,.062387292,100,2025-11-05 18:43:09
sync,1,1,1,THROUGHPUT,R,1,49,.238888905,600,2025-11-05 18:43:09
sync,1,1,1,THROUGHPUT,R,2,50,.064248546,100,2025-11-05 18:43:09
sync,1,1,1,THROUGHPUT,R,1,51,.433466912,600,2025-11-05 18:43:09
sync,1,1,1,THROUGHPUT,R,2,52,.064664656,100,2025-11-05 18:43:10
