io_method,iteration,run_in_iteration,global_run_id,test_type,stream_id,refresh_number,execution_order,execution_time_seconds,rows_affected,timestamp
sync,1,1,1,POWER,0,1,1,1.672488933,600,2025-11-05 00:56:08
sync,1,1,1,POWER,0,2,24,.122702152,100,2025-11-05 00:56:36
sync,1,1,1,THROUGHPUT,R,1,45,.820756761,600,2025-11-05 00:56:37
sync,1,1,1,THROUGHPUT,R,2,46,.116030379,100,2025-11-05 00:56:37
sync,1,1,1,THROUGHPUT,R,1,47,.464205692,600,2025-11-05 00:56:37
sync,1,1,1,THROUGHPUT,R,2,48,.113451581,100,2025-11-05 00:56:38
sync,1,1,1,THROUGHPUT,R,1,49,.459148895,600,2025-11-05 00:56:38
sync,1,1,1,THROUGHPUT,R,2,50,.114221943,100,2025-11-05 00:56:38
sync,1,1,1,THROUGHPUT,R,1,51,.454830982,600,2025-11-05 00:56:39
sync,1,1,1,THROUGHPUT,R,2,52,.112115694,100,2025-11-05 00:56:39
