io_method,iteration,run_in_iteration,global_run_id,test_type,stream_id,refresh_number,execution_order,execution_time_seconds,rows_affected,timestamp
iouring,1,1,1,POWER,0,1,1,1.177748180,600,2025-11-08 17:08:11
iouring,1,1,1,POWER,0,2,24,.119866240,100,2025-11-08 17:08:39
iouring,1,1,1,THROUGHPUT,R,1,45,.837538026,600,2025-11-08 17:08:40
iouring,1,1,1,THROUGHPUT,R,2,46,.112106808,100,2025-11-08 17:08:40
iouring,1,1,1,THROUGHPUT,R,1,47,.450716975,600,2025-11-08 17:08:41
iouring,1,1,1,THROUGHPUT,R,2,48,.113200064,100,2025-11-08 17:08:41
iouring,1,1,1,THROUGHPUT,R,1,49,.812856593,600,2025-11-08 17:08:41
iouring,1,1,1,THROUGHPUT,R,2,50,.113122764,100,2025-11-08 17:08:42
iouring,1,1,1,THROUGHPUT,R,1,51,.466882051,600,2025-11-08 17:08:42
iouring,1,1,1,THROUGHPUT,R,2,52,.118232360,100,2025-11-08 17:08:42
