io_method,iteration,run_in_iteration,global_run_id,test_type,stream_id,refresh_number,execution_order,execution_time_seconds,rows_affected,timestamp
sync,1,1,1,POWER,0,1,1,124.159708788,224279,2026-06-25 23:26:50
sync,1,1,1,POWER,0,2,24,36.337752286,225566,2026-06-25 23:49:02
sync,1,1,1,THROUGHPUT,R,1,89,209.397791756,225215,2026-06-25 23:53:17
sync,1,1,1,THROUGHPUT,R,2,90,61.972355615,224161,2026-06-25 23:54:49
sync,1,1,1,THROUGHPUT,R,1,91,143.378690456,224994,2026-06-25 23:57:48
sync,1,1,1,THROUGHPUT,R,2,92,36.412473156,225685,2026-06-25 23:58:59
sync,1,1,1,THROUGHPUT,R,1,93,264.003820449,225101,2026-06-26 00:03:59
sync,1,1,1,THROUGHPUT,R,2,94,59.891110843,224998,2026-06-26 00:05:49
sync,1,1,1,THROUGHPUT,R,1,95,185.369665570,224352,2026-06-26 00:09:35
sync,1,1,1,THROUGHPUT,R,2,96,40.830813704,224958,2026-06-26 00:10:53
