io_method,iteration,run_in_iteration,global_run_id,test_type,stream_id,refresh_number,execution_order,execution_time_seconds,rows_affected,timestamp
sync,1,1,1,POWER,0,1,1,.070313405,600,2025-11-02 23:27:19
sync,1,1,1,POWER,0,2,24,.066614052,100,2025-11-02 23:27:46
sync,1,1,1,THROUGHPUT,R,1,45,.061111458,600,2025-11-02 23:27:46
sync,1,1,1,THROUGHPUT,R,2,46,.062396714,100,2025-11-02 23:27:46
sync,1,1,1,THROUGHPUT,R,1,47,.055260218,600,2025-11-02 23:27:46
sync,1,1,1,THROUGHPUT,R,2,48,.055193302,100,2025-11-02 23:27:46
sync,1,1,1,THROUGHPUT,R,1,49,.061395295,600,2025-11-02 23:27:46
sync,1,1,1,THROUGHPUT,R,2,50,.060925894,100,2025-11-02 23:27:46
sync,1,1,1,THROUGHPUT,R,1,51,.061397518,600,2025-11-02 23:27:46
sync,1,1,1,THROUGHPUT,R,2,52,.059097174,100,2025-11-02 23:27:46
