io_method,iteration,run_in_iteration,global_run_id,test_type,stream_id,refresh_number,execution_order,execution_time_seconds,rows_affected,timestamp
iouring,1,1,1,POWER,0,1,1,123.285086422,224279,2026-06-25 05:45:49
iouring,1,1,1,POWER,0,2,24,35.503785312,225566,2026-06-25 06:07:22
iouring,1,1,1,THROUGHPUT,R,1,89,297.928413328,225215,2026-06-25 06:12:51
iouring,1,1,1,THROUGHPUT,R,2,90,37.147061684,224161,2026-06-25 06:14:03
iouring,1,1,1,THROUGHPUT,R,1,91,132.327820454,224994,2026-06-25 06:17:02
iouring,1,1,1,THROUGHPUT,R,2,92,34.884494411,225685,2026-06-25 06:18:08
iouring,1,1,1,THROUGHPUT,R,1,93,108.426490427,225101,2026-06-25 06:20:24
iouring,1,1,1,THROUGHPUT,R,2,94,32.103245919,224998,2026-06-25 06:21:26
iouring,1,1,1,THROUGHPUT,R,1,95,242.822889687,224352,2026-06-25 06:26:02
iouring,1,1,1,THROUGHPUT,R,2,96,41.426173851,224958,2026-06-25 06:27:20
