io_method,iteration,run_in_iteration,global_run_id,test_type,stream_id,refresh_number,execution_order,execution_time_seconds,rows_affected,timestamp
sync,1,1,1,POWER,0,1,1,.624070670,600,2025-11-08 17:24:30
sync,1,1,1,POWER,0,2,24,.091483575,100,2025-11-08 17:24:55
sync,1,1,1,THROUGHPUT,R,1,45,.102353893,600,2025-11-08 17:24:55
sync,1,1,1,THROUGHPUT,R,2,46,.078934549,100,2025-11-08 17:24:55
sync,1,1,1,THROUGHPUT,R,1,47,.102912540,600,2025-11-08 17:24:56
sync,1,1,1,THROUGHPUT,R,2,48,.070198850,100,2025-11-08 17:24:56
sync,1,1,1,THROUGHPUT,R,1,49,.105728585,600,2025-11-08 17:24:56
sync,1,1,1,THROUGHPUT,R,2,50,.073397133,100,2025-11-08 17:24:56
sync,1,1,1,THROUGHPUT,R,1,51,.114866214,600,2025-11-08 17:24:56
sync,1,1,1,THROUGHPUT,R,2,52,.072987293,100,2025-11-08 17:24:56
