io_method,iteration,run_in_iteration,global_run_id,test_type,stream_id,refresh_number,execution_order,execution_time_seconds,rows_affected,timestamp
iouring,1,1,1,POWER,0,1,1,1.166632152,600,2025-11-02 02:53:34
iouring,1,1,1,POWER,0,2,24,.081481458,100,2025-11-02 02:55:44
iouring,1,1,1,THROUGHPUT,R,1,45,.432881849,600,2025-11-02 02:55:44
iouring,1,1,1,THROUGHPUT,R,2,46,.057296415,100,2025-11-02 02:55:44
iouring,1,1,1,THROUGHPUT,R,1,47,.434103361,600,2025-11-02 02:55:45
iouring,1,1,1,THROUGHPUT,R,2,48,.071197889,100,2025-11-02 02:55:45
iouring,1,1,1,THROUGHPUT,R,1,49,.458840728,600,2025-11-02 02:55:45
iouring,1,1,1,THROUGHPUT,R,2,50,.064113295,100,2025-11-02 02:55:46
iouring,1,1,1,THROUGHPUT,R,1,51,.469738604,600,2025-11-02 02:55:46
iouring,1,1,1,THROUGHPUT,R,2,52,.078194990,100,2025-11-02 02:55:46
