io_method,iteration,run_in_iteration,global_run_id,test_type,stream_id,refresh_number,execution_order,execution_time_seconds,rows_affected,timestamp
iouring,1,1,1,POWER,0,1,1,56.609927240,600,2025-11-12 07:22:27
iouring,1,1,1,POWER,0,2,24,10.262036646,100,2025-11-12 08:56:51
iouring,1,1,1,THROUGHPUT,R,1,45,53.014440427,600,2025-11-12 08:57:44
iouring,1,1,1,THROUGHPUT,R,2,46,12.354661975,100,2025-11-12 08:57:57
iouring,1,1,1,THROUGHPUT,R,1,47,16.888269982,600,2025-11-12 08:58:13
iouring,1,1,1,THROUGHPUT,R,2,48,11.544002294,100,2025-11-12 08:58:25
iouring,1,1,1,THROUGHPUT,R,1,49,17.951706768,600,2025-11-12 08:58:43
iouring,1,1,1,THROUGHPUT,R,2,50,11.204994046,100,2025-11-12 08:58:54
iouring,1,1,1,THROUGHPUT,R,1,51,21.561779928,600,2025-11-12 08:59:16
iouring,1,1,1,THROUGHPUT,R,2,52,11.708413868,100,2025-11-12 08:59:28
