io_method,iteration,run_in_iteration,global_run_id,test_type,stream_id,refresh_number,execution_order,execution_time_seconds,rows_affected,timestamp
sync,1,1,1,POWER,0,1,1,.072379649,600,2025-11-03 00:12:12
sync,1,1,1,POWER,0,2,24,.053892354,100,2025-11-03 00:13:39
sync,1,1,1,THROUGHPUT,R,1,45,.060717355,600,2025-11-03 00:13:39
sync,1,1,1,THROUGHPUT,R,2,46,.057234390,100,2025-11-03 00:13:39
sync,1,1,1,THROUGHPUT,R,1,47,.044197581,600,2025-11-03 00:13:39
sync,1,1,1,THROUGHPUT,R,2,48,.049066781,100,2025-11-03 00:13:39
sync,1,1,1,THROUGHPUT,R,1,49,.039986452,600,2025-11-03 00:13:39
sync,1,1,1,THROUGHPUT,R,2,50,.045028889,100,2025-11-03 00:13:39
sync,1,1,1,THROUGHPUT,R,1,51,.057769659,600,2025-11-03 00:13:40
sync,1,1,1,THROUGHPUT,R,2,52,.054860268,100,2025-11-03 00:13:40
