io_method,iteration,run_in_iteration,global_run_id,test_type,stream_id,query_number,execution_order,execution_time_seconds,row_count,timestamp
bgworkers,1,1,1,POWER,0,7,2,103.267410693,5,2026-06-19 02:05:51
bgworkers,1,1,1,POWER,0,10,3,9.590613590,21,2026-06-19 02:06:01
bgworkers,1,1,1,POWER,0,18,4,59.684485317,100,2026-06-19 02:07:00
bgworkers,1,1,1,POWER,0,16,5,6.460223535,27840,2026-06-19 02:07:07
bgworkers,1,1,1,POWER,0,2,6,22.933785274,101,2026-06-19 02:07:30
bgworkers,1,1,1,POWER,0,15,7,9.005769690,4,2026-06-19 02:07:39
bgworkers,1,1,1,POWER,0,12,8,7.850816924,3,2026-06-19 02:07:47
bgworkers,1,1,1,POWER,0,20,9,52.137893848,1752,2026-06-19 02:08:39
bgworkers,1,1,1,POWER,0,5,10,8.932900500,6,2026-06-19 02:08:48
bgworkers,1,1,1,POWER,0,17,11,21.759292631,2,2026-06-19 02:09:10
bgworkers,1,1,1,POWER,0,13,12,7.923613700,47,2026-06-19 02:09:18
bgworkers,1,1,1,POWER,0,4,13,11.754141373,6,2026-06-19 02:09:30
bgworkers,1,1,1,POWER,0,3,14,9.258037147,11,2026-06-19 02:09:39
bgworkers,1,1,1,POWER,0,22,15,1.688641839,8,2026-06-19 02:09:41
bgworkers,1,1,1,POWER,0,1,16,.141133695,1,2026-06-19 02:09:41
bgworkers,1,1,1,POWER,0,21,17,131.365084802,101,2026-06-19 02:11:52
bgworkers,1,1,1,POWER,0,8,18,5.720432649,3,2026-06-19 02:11:58
bgworkers,1,1,1,POWER,0,6,19,3.324249978,2,2026-06-19 02:12:02
bgworkers,1,1,1,POWER,0,9,20,12.490600876,176,2026-06-19 02:12:14
bgworkers,1,1,1,POWER,0,19,21,1.107773091,2,2026-06-19 02:12:15
bgworkers,1,1,1,POWER,0,11,22,2.091441415,9182,2026-06-19 02:12:17
bgworkers,1,1,1,POWER,0,14,23,3.259099579,2,2026-06-19 02:12:21
bgworkers,1,1,1,THROUGHPUT,2,6,23,5.400035614,2,2026-06-19 02:12:32
bgworkers,1,1,1,THROUGHPUT,3,16,45,6.211927545,27841,2026-06-19 02:12:33
bgworkers,1,1,1,THROUGHPUT,2,22,24,2.293913928,8,2026-06-19 02:12:35
bgworkers,1,1,1,THROUGHPUT,1,7,1,9.226642757,5,2026-06-19 02:12:36
bgworkers,1,1,1,THROUGHPUT,1,11,2,2.643174206,9723,2026-06-19 02:12:39
bgworkers,1,1,1,THROUGHPUT,3,3,46,10.708071772,11,2026-06-19 02:12:44
bgworkers,1,1,1,THROUGHPUT,2,8,25,10.077451585,3,2026-06-19 02:12:45
bgworkers,1,1,1,THROUGHPUT,2,14,26,7.914332421,2,2026-06-19 02:12:53
bgworkers,1,1,1,THROUGHPUT,3,10,47,11.173063009,21,2026-06-19 02:12:55
bgworkers,1,1,1,THROUGHPUT,2,4,27,10.210349403,6,2026-06-19 02:13:03
