io_method,iteration,run_in_iteration,global_run_id,test_type,stream_id,refresh_number,execution_order,execution_time_seconds,rows_affected,timestamp
bgworkers,1,1,1,POWER,0,1,1,1.765059460,600,2025-11-05 01:48:19
bgworkers,1,1,1,POWER,0,2,24,.130235419,100,2025-11-05 01:48:46
bgworkers,1,1,1,THROUGHPUT,R,1,45,.844076691,600,2025-11-05 01:48:47
bgworkers,1,1,1,THROUGHPUT,R,2,46,.122996777,100,2025-11-05 01:48:47
bgworkers,1,1,1,THROUGHPUT,R,1,47,.846667825,600,2025-11-05 01:48:48
bgworkers,1,1,1,THROUGHPUT,R,2,48,.119839176,100,2025-11-05 01:48:48
bgworkers,1,1,1,THROUGHPUT,R,1,49,.457756379,600,2025-11-05 01:48:49
bgworkers,1,1,1,THROUGHPUT,R,2,50,.103885847,100,2025-11-05 01:48:49
bgworkers,1,1,1,THROUGHPUT,R,1,51,.835064750,600,2025-11-05 01:48:50
bgworkers,1,1,1,THROUGHPUT,R,2,52,.103984955,100,2025-11-05 01:48:50
