io_method,iteration,run_in_iteration,global_run_id,test_type,stream_id,refresh_number,execution_order,execution_time_seconds,rows_affected,timestamp
iouring,1,1,1,POWER,0,1,1,19.391378170,600,2025-11-05 01:39:43
iouring,1,1,1,POWER,0,2,24,3.487132570,100,2025-11-05 01:43:50
iouring,1,1,1,THROUGHPUT,R,1,45,4.113632214,600,2025-11-05 01:43:55
iouring,1,1,1,THROUGHPUT,R,2,46,2.757101703,100,2025-11-05 01:43:57
iouring,1,1,1,THROUGHPUT,R,1,47,3.529883340,600,2025-11-05 01:44:01
iouring,1,1,1,THROUGHPUT,R,2,48,2.901966659,100,2025-11-05 01:44:04
iouring,1,1,1,THROUGHPUT,R,1,49,4.500147733,600,2025-11-05 01:44:08
iouring,1,1,1,THROUGHPUT,R,2,50,3.422048976,100,2025-11-05 01:44:12
iouring,1,1,1,THROUGHPUT,R,1,51,4.196986131,600,2025-11-05 01:44:16
iouring,1,1,1,THROUGHPUT,R,2,52,2.871457327,100,2025-11-05 01:44:19
