io_method,iteration,run_in_iteration,global_run_id,test_type,stream_id,refresh_number,execution_order,execution_time_seconds,rows_affected,timestamp
bgworkers,1,1,1,POWER,0,1,1,15.682707376,600,2025-11-08 19:02:55
bgworkers,1,1,1,POWER,0,2,24,2.473477034,100,2025-11-08 19:10:29
bgworkers,1,1,1,THROUGHPUT,R,1,45,4.414858844,600,2025-11-08 19:10:33
bgworkers,1,1,1,THROUGHPUT,R,2,46,3.405952325,100,2025-11-08 19:10:37
bgworkers,1,1,1,THROUGHPUT,R,1,47,3.944670296,600,2025-11-08 19:10:41
bgworkers,1,1,1,THROUGHPUT,R,2,48,3.367593447,100,2025-11-08 19:10:44
bgworkers,1,1,1,THROUGHPUT,R,1,49,3.715563079,600,2025-11-08 19:10:48
bgworkers,1,1,1,THROUGHPUT,R,2,50,3.624401400,100,2025-11-08 19:10:52
bgworkers,1,1,1,THROUGHPUT,R,1,51,4.029460727,600,2025-11-08 19:10:56
bgworkers,1,1,1,THROUGHPUT,R,2,52,2.927233903,100,2025-11-08 19:10:59
