io_method,iteration,run_in_iteration,global_run_id,test_type,stream_id,refresh_number,execution_order,execution_time_seconds,rows_affected,timestamp
bgworkers,1,1,1,POWER,0,1,1,4.622237921,600,2025-11-05 18:18:56
bgworkers,1,1,1,POWER,0,2,24,2.018827165,100,2025-11-05 18:22:37
bgworkers,1,1,1,THROUGHPUT,R,1,45,2.059193314,600,2025-11-05 18:22:39
bgworkers,1,1,1,THROUGHPUT,R,2,46,1.566358007,100,2025-11-05 18:22:41
bgworkers,1,1,1,THROUGHPUT,R,1,47,1.965517341,600,2025-11-05 18:22:43
bgworkers,1,1,1,THROUGHPUT,R,2,48,1.647685687,100,2025-11-05 18:22:45
bgworkers,1,1,1,THROUGHPUT,R,1,49,2.006137019,600,2025-11-05 18:22:47
bgworkers,1,1,1,THROUGHPUT,R,2,50,1.610992266,100,2025-11-05 18:22:48
bgworkers,1,1,1,THROUGHPUT,R,1,51,1.944426809,600,2025-11-05 18:22:50
bgworkers,1,1,1,THROUGHPUT,R,2,52,1.551576811,100,2025-11-05 18:22:52
