io_method,iteration,run_in_iteration,global_run_id,test_type,stream_id,refresh_number,execution_order,execution_time_seconds,rows_affected,timestamp
sync,1,1,1,POWER,0,1,1,.070740001,600,2025-11-03 12:40:12
sync,1,1,1,POWER,0,2,24,.061352974,100,2025-11-03 12:40:58
sync,1,1,1,THROUGHPUT,R,1,45,.058626012,600,2025-11-03 12:40:58
sync,1,1,1,THROUGHPUT,R,2,46,.058882734,100,2025-11-03 12:40:59
sync,1,1,1,THROUGHPUT,R,1,47,.060867051,600,2025-11-03 12:40:59
sync,1,1,1,THROUGHPUT,R,2,48,.057430969,100,2025-11-03 12:40:59
sync,1,1,1,THROUGHPUT,R,1,49,.060377759,600,2025-11-03 12:40:59
sync,1,1,1,THROUGHPUT,R,2,50,.061332118,100,2025-11-03 12:40:59
sync,1,1,1,THROUGHPUT,R,1,51,.062754726,600,2025-11-03 12:40:59
sync,1,1,1,THROUGHPUT,R,2,52,.065871023,100,2025-11-03 12:40:59
