io_method,iteration,run_in_iteration,global_run_id,test_type,stream_id,refresh_number,execution_order,execution_time_seconds,rows_affected,timestamp
iouring,1,1,1,POWER,0,1,1,10.153939455,600,2025-11-05 19:47:43
iouring,1,1,1,POWER,0,2,24,.356844893,100,2025-11-05 19:48:20
iouring,1,1,1,THROUGHPUT,R,1,45,3.697472355,600,2025-11-05 19:48:23
iouring,1,1,1,THROUGHPUT,R,2,46,.334576361,100,2025-11-05 19:48:24
iouring,1,1,1,THROUGHPUT,R,1,47,5.806755318,600,2025-11-05 19:48:29
iouring,1,1,1,THROUGHPUT,R,2,48,.348258192,100,2025-11-05 19:48:30
iouring,1,1,1,THROUGHPUT,R,1,49,5.907471037,600,2025-11-05 19:48:36
iouring,1,1,1,THROUGHPUT,R,2,50,.358407520,100,2025-11-05 19:48:36
iouring,1,1,1,THROUGHPUT,R,1,51,3.241525078,600,2025-11-05 19:48:39
iouring,1,1,1,THROUGHPUT,R,2,52,.363857866,100,2025-11-05 19:48:40
